,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 5 Dambi Persia,,,,,,,,,36,2,0
Killua TLN,,2 Round 10 Dambi Ivy Round 17 Dambi Ivy,,,,,,,,,54,5,0
JitBoyS TLN,,,,,,,,,,,33,4,0
primmie TLN,,5 Round 10 Rb Persia Round 11 Persia Dambi Round 15 Dambi Persia Round 16 Ivy Francis Round 18 Dambi Rb,,,,,,,,,46,1,0
thyy TLN,,4 Round 6 Rb Francis Round 7 Ivy Rb Round 8 Persia Ivy Round 15 Francis Ivy,2 Round 1 Ivy Francis Dambi Round 18 Francis Ivy Persia,,1 Round 12 Rb Francis Dambi Persia Ivy,,1 Round 1 Dambi Persia,,,,92,0,0
Rb NS,,3 Round 5 Killua thyy Round 13 Crws thyy Round 17 thyy Killua,,,,,,,,,36,0,0
Persia NS,,,,,,1 Round 16 Killua,,,,,25,0,0
Dambi NS,,2 Round 1 Killua JitBoyS Round 18 thyy Killua,,,,,,,,,45,1,0
Francis NS,,2 Round 1 primmie Crws Round 16 Crws thyy,,,,,,,,,34,2,1
Ivy NS,,,,2 Round 4 thyy primmie Killua Crws Round 9 primmie thyy Crws JitBoyS,,,,,,,48,0,1
