Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
MaKo,DRX,Map_2_2Lotus,All,Omen,1.58,205,17,8,14,+9,81%,114,21%,3,0,+3
free1ng,DRX,Map_2_2Lotus,All,Vyse,1.26,211,16,11,5,+5,76%,137,31%,3,1,+2
BeYN,DRX,Map_2_2Lotus,All,Fade,1.23,193,14,10,4,+4,76%,124,39%,4,0,+4
HYUNMIN,DRX,Map_2_2Lotus,All,Raze,1.13,246,19,13,3,+6,57%,173,37%,1,3,-2
Flashback,DRX,Map_2_2Lotus,All,Yoru,1.02,188,14,15,8,-1,71%,134,25%,1,5,-4
Jinggg,PRX,Map_2_2Lotus,All,Raze,1.26,261,20,15,1,+5,71%,181,35%,4,2,+2
d4v41,PRX,Map_2_2Lotus,All,Vyse,0.99,157,12,14,3,-2,62%,102,24%,0,1,-1
f0rsakeN,PRX,Map_2_2Lotus,All,Omen,0.63,163,11,16,5,-5,67%,106,30%,0,3,-3
something,PRX,Map_2_2Lotus,All,Yoru,0.55,145,10,18,6,-8,67%,100,30%,3,3,0
PatMen,PRX,Map_2_2Lotus,All,Fade,0.24,59,4,17,1,-13,33%,42,24%,2,3,-1
MaKo,DRX,Map_2_2Lotus,Attack,Omen,1.31,168,7,5,9,+2,75%,93,18%,2,0,+2
free1ng,DRX,Map_2_2Lotus,Attack,Vyse,0.86,148,6,8,1,-2,58%,93,38%,2,1,+1
BeYN,DRX,Map_2_2Lotus,Attack,Fade,1.52,268,11,6,1,+5,83%,169,43%,3,0,+3
HYUNMIN,DRX,Map_2_2Lotus,Attack,Raze,0.92,190,9,7,1,+2,50%,146,50%,0,2,-2
Flashback,DRX,Map_2_2Lotus,Attack,Yoru,1.31,222,10,8,5,+2,67%,162,20%,0,2,-2
Jinggg,PRX,Map_2_2Lotus,Attack,Raze,1.49,299,10,7,0,+3,100%,210,37%,4,0,+4
d4v41,PRX,Map_2_2Lotus,Attack,Vyse,0.86,170,5,7,1,-2,67%,104,31%,0,1,-1
f0rsakeN,PRX,Map_2_2Lotus,Attack,Omen,0.59,155,4,7,3,-3,56%,103,32%,0,1,-1
something,PRX,Map_2_2Lotus,Attack,Yoru,0.36,98,3,8,3,-5,67%,72,18%,0,1,-1
PatMen,PRX,Map_2_2Lotus,Attack,Fade,0.06,52,1,8,0,-7,22%,43,33%,0,2,-2
MaKo,DRX,Map_2_2Lotus,Defend,Omen,1.93,256,10,3,5,+7,89%,142,24%,1,0,+1
free1ng,DRX,Map_2_2Lotus,Defend,Vyse,1.79,296,10,3,4,+7,100%,196,28%,1,0,+1
BeYN,DRX,Map_2_2Lotus,Defend,Fade,0.84,95,3,4,3,-1,67%,65,30%,1,0,+1
HYUNMIN,DRX,Map_2_2Lotus,Defend,Raze,1.41,321,10,6,2,+4,67%,208,28%,1,1,0
Flashback,DRX,Map_2_2Lotus,Defend,Yoru,0.63,144,4,7,3,-3,78%,96,40%,1,3,-2
Jinggg,PRX,Map_2_2Lotus,Defend,Raze,1.09,234,10,8,1,+2,50%,160,33%,0,2,-2
d4v41,PRX,Map_2_2Lotus,Defend,Vyse,1.09,148,7,7,2,0,58%,101,20%,0,0,0
f0rsakeN,PRX,Map_2_2Lotus,Defend,Omen,0.67,170,7,9,2,-2,75%,107,26%,0,2,-2
something,PRX,Map_2_2Lotus,Defend,Yoru,0.69,182,7,10,3,-3,67%,120,42%,3,2,+1
PatMen,PRX,Map_2_2Lotus,Defend,Fade,0.37,64,3,9,1,-6,42%,40,18%,2,1,+1
