,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,5 Round 10 gobera Askia Round 12 silentzz PxS Round 22 lz silentzz Round 24 silentzz lz Round 26 lz silentzz,1 Round 3 PxS Askia silentzz,,,,,,,,48,4,1
v1nny LOUD,,1 Round 2 Askia lz,,,,,,,,,26,2,0
tuyz LOUD,,1 Round 2 silentzz gobera,,,,1 Round 2 gobera,,,,,27,1,3
cauanzin LOUD,,3 Round 8 lz PxS Round 23 PxS gobera Round 25 gobera silentzz,,,,,,,,,43,0,2
dgzin LOUD,,3 Round 15 lz Askia Round 16 silentzz lz Round 22 Askia gobera,1 Round 1 PxS Askia lz,3 Round 4 PxS Askia gobera silentzz Round 9 PxS silentzz Askia lz Round 17 Askia lz gobera PxS,,,,,,,77,0,0
lz 2G,,6 Round 5 cauanzin pANcada Round 8 dgzin tuyz Round 11 tuyz cauanzin Round 13 cauanzin dgzin Round 14 cauanzin v1nny Round 26 dgzin v1nny,1 Round 3 dgzin cauanzin v1nny,,,,,,,,61,1,0
silentzz 2G,,4 Round 7 tuyz dgzin Round 18 v1nny pANcada Round 21 pANcada v1nny Round 24 cauanzin v1nny,,,,,,,,,48,4,1
PxS 2G,,5 Round 5 dgzin tuyz Round 21 cauanzin tuyz Round 23 dgzin v1nny Round 24 tuyz dgzin Round 25 cauanzin tuyz,,,,,1 Round 25 tuyz cauanzin,,,,39,1,0
gobera 2G,,2 Round 1 pANcada dgzin Round 22 v1nny tuyz,1 Round 2 v1nny cauanzin pANcada,,,,,,,,53,5,1
Askia 2G,,4 Round 8 cauanzin pANcada Round 10 tuyz v1nny Round 13 v1nny pANcada Round 18 cauanzin dgzin,1 Round 19 pANcada tuyz v1nny,,,,,,,,48,1,0
