,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,6 Round 4 SUYGETSU pyrolll Round 5 SUYGETSU saadhak Round 8 marteen Avez Round 10 pyrolll saadhak Round 18 SUYGETSU marteen Round 19 Avez saadhak,,,,1 Round 5 saadhak,,,,,58,0,0
nAts TL,,7 Round 4 marteen saadhak Round 10 marteen SUYGETSU Round 13 Avez SUYGETSU Round 17 saadhak SUYGETSU Round 19 pyrolll marteen Round 22 pyrolll marteen Round 24 SUYGETSU saadhak,,,,,,,,,49,0,0
trexx TL,,2 Round 2 saadhak pyrolll Round 15 pyrolll marteen,2 Round 9 saadhak Avez pyrolll Round 12 marteen pyrolll Avez,,,,,,,,45,8,1
keiko TL,,2 Round 2 Avez marteen Round 17 marteen Avez,2 Round 18 saadhak Avez pyrolll Round 24 Avez pyrolll marteen,,,,,,,,49,0,2
kamo TL,,2 Round 3 Avez saadhak Round 6 saadhak Avez,1 Round 23 SUYGETSU pyrolll marteen,,,,,,,,34,1,1
saadhak KC,,2 Round 11 keiko kamo Round 13 kamo paTiTek,1 Round 25 nAts keiko kamo,,,,,,,,45,2,1
SUYGETSU KC,,4 Round 5 trexx nAts Round 14 nAts keiko Round 15 keiko trexx Round 16 paTiTek nAts,2 Round 6 paTiTek trexx nAts Round 22 keiko kamo trexx,,,1 Round 15 trexx,1 Round 22 trexx kamo,1 Round 6 paTiTek trexx nAts,,,56,0,2
Avez KC,,2 Round 2 nAts kamo Round 20 trexx nAts,,2 Round 1 keiko kamo nAts paTiTek Round 7 keiko nAts paTiTek trexx,,,,,,,38,0,0
pyrolll KC,,,,,,,,,,,25,8,1
marteen KC,,8 Round 11 trexx paTiTek Round 13 keiko nAts Round 14 paTiTek kamo Round 16 trexx kamo Round 20 kamo keiko Round 24 kamo paTiTek Round 25 trexx paTiTek Round 26 nAts paTiTek,2 Round 15 kamo paTiTek nAts Round 23 keiko nAts trexx,,,,,,,,65,0,0
