,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,2 Round 4 Flashback HYUNMIN Round 9 Estrella HYUNMIN,2 Round 8 free1ng HYUNMIN MaKo Round 10 MaKo HYUNMIN Estrella,,,,,,,,63,1,1
Kushy RRQ,,2 Round 9 MaKo free1ng Round 14 Estrella Flashback,,,,,,,,,42,1,0
xffero RRQ,,1 Round 2 Flashback Estrella,,,,,,,,,28,2,0
Monyet RRQ,,2 Round 4 free1ng Estrella Round 6 Estrella free1ng,2 Round 1 Flashback MaKo Estrella Round 7 Estrella MaKo free1ng,,,,,,,,50,0,0
Jemkin RRQ,,2 Round 1 free1ng HYUNMIN Round 15 Estrella HYUNMIN,,1 Round 13 HYUNMIN free1ng Flashback Estrella,,,,,,,42,0,0
free1ng DRX,,,1 Round 18 Monyet Jemkin xffero,1 Round 2 Kushy crazyguy xffero Jemkin,,,,,,,40,2,1
MaKo DRX,,4 Round 5 Jemkin Kushy Round 7 Jemkin crazyguy Round 11 xffero Kushy Round 16 Jemkin Kushy,,,,,,,,,78,0,1
Estrella DRX,,1 Round 18 Kushy crazyguy,,,,,,,,,33,4,0
HYUNMIN DRX,,5 Round 3 xffero crazyguy Round 5 Monyet crazyguy Round 8 Monyet Kushy Round 12 Jemkin crazyguy Round 20 Monyet Kushy,4 Round 6 Jemkin xffero Monyet Round 14 Monyet Jemkin Kushy Round 17 Jemkin xffero Monyet Round 19 Monyet crazyguy xffero,,,,,,,,87,0,0
Flashback DRX,,5 Round 6 crazyguy Kushy Round 7 Kushy Monyet Round 11 crazyguy Jemkin Round 12 xffero Kushy Round 19 Jemkin Kushy,1 Round 15 Monyet Jemkin xffero,,,1 Round 7 Monyet,,,,,89,0,0
