,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,,3 Round 9 Estrella MaKo free1ng Round 17 HYUNMIN Estrella MaKo Round 24 free1ng MaKo Estrella,,,,,,,,50,7,1
Kushy RRQ,,1 Round 10 HYUNMIN MaKo,,,,,,,,,34,0,1
xffero RRQ,,3 Round 5 Flashback Estrella Round 18 HYUNMIN MaKo Round 25 Estrella HYUNMIN,1 Round 11 MaKo Estrella Flashback,,,,,,,,42,1,0
Monyet RRQ,,4 Round 6 Estrella MaKo Round 12 free1ng HYUNMIN Round 16 free1ng Flashback Round 23 free1ng Flashback,,,,,1 Round 23 Flashback free1ng,,,,34,1,1
Jemkin RRQ,,4 Round 11 HYUNMIN free1ng Round 22 Flashback MaKo Round 23 MaKo HYUNMIN Round 26 HYUNMIN free1ng,2 Round 5 MaKo HYUNMIN free1ng Round 16 Estrella HYUNMIN MaKo,,,,,,,,53,2,1
free1ng DRX,,3 Round 6 Monyet crazyguy Round 14 Jemkin Monyet Round 19 Jemkin crazyguy,1 Round 8 Jemkin crazyguy Kushy,,,,,,,,43,1,0
MaKo DRX,,3 Round 4 xffero Kushy Round 11 Kushy Monyet Round 12 Monyet crazyguy,,,,,,,,,40,1,0
Estrella DRX,,2 Round 4 Jemkin crazyguy Round 9 Monyet Jemkin,,,,,,,,,30,6,0
HYUNMIN DRX,,5 Round 20 Kushy crazyguy Round 21 Jemkin Kushy Round 23 crazyguy Kushy Round 24 crazyguy Jemkin Round 25 Monyet Jemkin,,,,,,,,,42,1,3
Flashback DRX,,2 Round 2 Monyet Jemkin Round 12 Jemkin xffero,2 Round 5 Monyet Kushy crazyguy Round 13 Kushy Jemkin xffero,1 Round 26 crazyguy xffero Monyet Kushy,,,2 Round 11 xffero Jemkin Round 26 Monyet Kushy,,,,57,2,1
