,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,2 Round 1 crazyguy Jemkin Round 3 Jemkin crazyguy,2 Round 2 xffero Monyet Kushy Round 7 Kushy Monyet xffero,,,,,,,,57,2,0
artzin MIBR,,3 Round 11 xffero Monyet Round 16 Kushy crazyguy Round 18 Monyet Kushy,2 Round 13 Monyet xffero crazyguy Round 14 crazyguy xffero Monyet,,1 Round 12 xffero Monyet crazyguy Jemkin Kushy,1 Round 16 crazyguy,,,,,93,2,2
aspas MIBR,,5 Round 2 crazyguy Jemkin aspas Round 3 Monyet xffero Round 4 Monyet Jemkin Round 8 Jemkin crazyguy Round 14 Jemkin Kushy,1 Round 1 Kushy Monyet xffero,,,1 Round 1 xffero,,,,,50,2,0
xenom MIBR,,1 Round 4 xffero Kushy,1 Round 18 Jemkin xffero crazyguy,,,,,,,,41,1,0
Verno MIBR,,1 Round 13 Kushy Jemkin,1 Round 10 Monyet Jemkin xffero,,,,,,,,42,5,0
crazyguy RRQ,,,,,,,,,,,33,0,0
Kushy RRQ,,3 Round 9 aspas artzin Round 11 artzin aspas Round 16 aspas Verno,,,,,,,,,47,3,1
xffero RRQ,,,,,,,,,,,39,1,1
Monyet RRQ,,2 Round 9 xenom cortezia Round 15 artzin cortezia,1 Round 5 artzin cortezia Verno,,,1 Round 9 cortezia,,,,,64,0,1
Jemkin RRQ,,1 Round 11 cortezia Verno,,,,,,,,,28,0,0
