,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,1 Round 15 Chronicle Derke,,1 Round 24 Derke hiro Alfajer Chronicle,,,,,,,37,2,0
Sacy SEN,,3 Round 3 Alfajer hiro Round 9 Chronicle hiro Round 21 Derke Chronicle,2 Round 4 Derke Chronicle Boaster Round 6 Chronicle Boaster hiro,,,,1 Round 6 Boaster hiro,,,,61,7,2
Zellsis SEN,,4 Round 7 Derke Boaster Round 16 Derke Alfajer Round 17 Derke Chronicle Round 23 hiro Alfajer,,,,1 Round 22 Alfajer,,,,,40,2,0
johnqt SEN,,3 Round 14 Chronicle Boaster Round 18 Chronicle hiro Round 20 Derke hiro,3 Round 5 Boaster Chronicle Alfajer Round 10 Alfajer Derke hiro Round 21 Alfajer Boaster hiro johnqt,,,3 Round 8 Chronicle Round 17 Alfajer Round 21 hiro,,,,,69,0,1
zekken SEN,,1 Round 5 Derke hiro,1 Round 8 hiro Boaster Derke,1 Round 13 Derke hiro Chronicle Boaster,,,,,,,41,1,0
Boaster FNC,,3 Round 6 zekken johnqt Round 7 johnqt Sacy Round 12 Zellsis zekken,,,,,,,,,36,1,0
Chronicle FNC,,4 Round 8 Zellsis zekken Round 9 Zellsis TenZ Round 13 TenZ johnqt Round 24 Sacy Zellsis,1 Round 7 zekken TenZ Zellsis,,,,,,,,73,0,2
Derke FNC,,6 Round 3 johnqt Zellsis Round 9 johnqt Sacy Round 10 Zellsis TenZ Round 11 TenZ Zellsis Round 18 zekken Zellsis Round 19 Sacy zekken,,,,,,,,,68,3,1
Alfajer FNC,,3 Round 16 TenZ Sacy Round 17 Zellsis Sacy Round 19 Zellsis johnqt,2 Round 2 TenZ zekken Sacy Round 22 johnqt TenZ zekken,,,,,,,,62,6,0
hiro FNC,,2 Round 16 johnqt Zellsis Round 21 zekken Sacy,,1 Round 1 zekken TenZ Sacy johnqt,,1 Round 10 johnqt,,,,,31,1,0
