,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,1 Round 18 Alfajer Boaster,1 Round 9 hiro Derke Chronicle,,,,,,,,37,2,1
Sacy SEN,,3 Round 12 Derke hiro Round 13 hiro Chronicle Round 14 Chronicle Alfajer,1 Round 7 hiro Boaster Chronicle,,,,,1 Round 7 hiro Boaster Chronicle,,,36,4,1
Zellsis SEN,,2 Round 1 Alfajer Derke Round 10 hiro Chronicle,2 Round 3 Chronicle Derke hiro Round 17 Derke Alfajer hiro Zellsis,,,2 Round 10 Chronicle Round 11 Derke,,,,,59,1,1
johnqt SEN,,4 Round 7 Alfajer Derke Round 9 Boaster Alfajer Round 11 hiro Alfajer Round 14 Derke hiro,,,,,,,,,62,1,1
zekken SEN,,4 Round 5 Chronicle Boaster Round 10 Boaster Derke Round 16 Alfajer Derke Round 17 Chronicle Boaster zekken,1 Round 19 Derke hiro Alfajer,1 Round 4 Derke hiro Chronicle Alfajer,,,1 Round 4 Alfajer Chronicle,,,,71,0,0
Boaster FNC,,2 Round 7 TenZ Zellsis Round 18 zekken Sacy,,,,,,1 Round 17 Sacy zekken Zellsis,,,32,3,0
Chronicle FNC,,,2 Round 10 zekken TenZ johnqt Round 18 Zellsis johnqt TenZ,,,,,,,,66,2,0
Derke FNC,,4 Round 2 johnqt zekken Round 4 johnqt TenZ Round 12 Zellsis zekken Round 16 TenZ Zellsis,2 Round 6 Zellsis TenZ johnqt Round 11 TenZ johnqt Zellsis Derke,,,,,,,,53,0,0
Alfajer FNC,,3 Round 4 Zellsis Sacy Round 9 Zellsis Sacy Round 19 Zellsis Sacy,,,,1 Round 12 Sacy,,,,,47,0,0
hiro FNC,,2 Round 2 TenZ Sacy Round 12 TenZ johnqt,1 Round 1 zekken Zellsis johnqt,,,,,,,,40,1,0
