,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,1 Round 9 PROFEK sociablEE,1 Round 18 Jamppi MAGNUM PROFEK,,,1 Round 22 sociablEE,,,,,59,2,1
nAts TL,,4 Round 2 sociablEE LewN Round 6 Jamppi MAGNUM Round 12 sociablEE Jamppi Round 20 sociablEE MAGNUM,3 Round 9 MAGNUM LewN Jamppi Round 23 MAGNUM Jamppi LewN Round 24 MAGNUM LewN PROFEK,,,,,,,,64,1,0
keiko TL,,2 Round 5 sociablEE PROFEK Round 17 MAGNUM LewN,,,,,,,,,36,0,0
kamo TL,,3 Round 10 LewN PROFEK Round 17 PROFEK Jamppi Round 21 PROFEK sociablEE,1 Round 1 LewN sociablEE MAGNUM,,1 Round 13 LewN sociablEE PROFEK Jamppi MAGNUM,,,,,,55,1,1
Serial TL,,5 Round 14 Jamppi MAGNUM Round 19 PROFEK LewN Round 20 LewN PROFEK Round 22 PROFEK Jamppi Round 23 sociablEE PROFEK,,,,,,,,,41,6,1
MAGNUM BBL,,4 Round 3 kamo paTiTek Round 4 Serial paTiTek Round 16 paTiTek nAts Round 20 keiko paTiTek,,,,1 Round 19 Serial,,,,,54,1,1
PROFEK BBL,,2 Round 16 kamo keiko Round 24 Serial keiko,1 Round 12 Serial paTiTek keiko,,,,,,,,54,0,0
sociablEE BBL,,4 Round 8 paTiTek Serial Round 11 kamo keiko Round 17 nAts Serial Round 22 nAts Serial,1 Round 15 nAts keiko Serial,,,,,,,,44,1,0
Jamppi BBL,,2 Round 19 nAts kamo Round 23 Serial keiko,1 Round 10 keiko Serial kamo,,,,,,,,59,6,0
LewN BBL,,3 Round 1 Serial paTiTek Round 12 kamo nAts Round 19 keiko paTiTek,2 Round 4 keiko kamo nAts Round 5 Serial paTiTek keiko,,,1 Round 4 nAts,,,,,76,3,0
