,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
kamyk M8,,1 Round 10 Boo Wo0t,,,,,,,,,31,4,0
Veqaj M8,,1 Round 3 Wo0t Boo,,,,,,,,,28,2,0
Minny M8,,4 Round 1 benjyfishy Boo Round 12 RieNs benjyfishy Round 13 benjyfishy Boo Round 16 RieNs MiniBoo,1 Round 14 MiniBoo Boo benjyfishy,,,1 Round 12 benjyfishy,,,,,65,0,1
ComeBack M8,,1 Round 6 RieNs benjyfishy,1 Round 11 RieNs MiniBoo Boo,,,,,,,,51,1,0
Proxh M8,,1 Round 16 benjyfishy Boo,,1 Round 4 MiniBoo benjyfishy Wo0t Boo,,,1 Round 4 Boo Wo0t,,,,45,0,0
Boo TH,,,,,,1 Round 6 ComeBack,,,,,41,1,1
RieNs TH,,2 Round 16 Proxh ComeBack Round 17 Veqaj ComeBack,,,,,,,,,57,3,2
MiniBoo TH,,4 Round 5 ComeBack Minny Round 6 Minny kamyk Round 7 Proxh kamyk Round 10 Veqaj Minny,2 Round 9 Proxh Veqaj Minny Round 18 ComeBack Minny Veqaj,,,,,,,,56,0,1
Wo0t TH,,3 Round 1 Proxh Minny Round 5 Proxh kamyk Round 11 kamyk ComeBack,1 Round 2 kamyk ComeBack Veqaj,1 Round 4 Minny Veqaj ComeBack kamyk,,2 Round 11 ComeBack Round 16 Minny,,,,,74,1,0
benjyfishy TH,,6 Round 7 ComeBack Minny Round 8 kamyk ComeBack Round 9 kamyk ComeBack Round 11 Minny Proxh Round 12 ComeBack Veqaj Round 13 kamyk Veqaj,2 Round 10 Proxh kamyk ComeBack Round 15 Veqaj ComeBack kamyk,,,,,,,,85,0,0
