Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
tuyz,LOUD,Map_3_3Bind,All,Gekko,1.00,226,18,17,9,+1,68%,137,27%,2,2,0
saadhak,LOUD,Map_3_3Bind,All,Neon,0.94,208,12,18,8,-6,73%,152,16%,3,3,0
Less,LOUD,Map_3_3Bind,All,Omen,0.88,167,13,15,3,-2,55%,102,39%,2,2,0
pANcada,LOUD,Map_3_3Bind,All,Brimstone,0.77,140,10,16,10,-6,68%,87,34%,0,1,-1
cauanzin,LOUD,Map_3_3Bind,All,Skye,0.47,144,10,18,1,-8,45%,95,32%,4,3,+1
mwzera,FUR,Map_3_3Bind,All,Raze,1.92,371,29,12,6,+17,86%,251,17%,4,2,+2
Khalil,FUR,Map_3_3Bind,All,Brimstone,1.60,240,20,10,12,+10,86%,153,44%,2,3,-1
havoc,FUR,Map_3_3Bind,All,Viper,1.19,224,17,14,6,+3,82%,146,46%,5,2,+3
nzr,FUR,Map_3_3Bind,All,Skye,0.77,127,8,13,15,-5,86%,100,19%,0,3,-3
xand,FUR,Map_3_3Bind,All,Sage,0.71,110,10,14,9,-4,86%,66,39%,0,1,-1
tuyz,LOUD,Map_3_3Bind,Attack,Gekko,1.45,325,12,8,4,+4,80%,199,40%,0,0,0
saadhak,LOUD,Map_3_3Bind,Attack,Neon,0.82,166,5,8,4,-3,70%,127,21%,1,2,-1
Less,LOUD,Map_3_3Bind,Attack,Omen,0.58,111,4,7,0,-3,40%,75,38%,1,1,0
pANcada,LOUD,Map_3_3Bind,Attack,Brimstone,0.25,75,2,9,4,-7,50%,53,18%,0,1,-1
cauanzin,LOUD,Map_3_3Bind,Attack,Skye,0.48,189,5,9,0,-4,40%,124,23%,2,2,0
mwzera,FUR,Map_3_3Bind,Attack,Raze,2.01,384,17,6,1,+11,83%,260,19%,2,2,0
Khalil,FUR,Map_3_3Bind,Attack,Brimstone,1.57,251,10,6,6,+4,83%,155,38%,0,1,-1
havoc,FUR,Map_3_3Bind,Attack,Viper,0.80,172,7,8,3,-1,75%,101,36%,3,2,+1
nzr,FUR,Map_3_3Bind,Attack,Skye,0.66,108,4,7,5,-3,92%,85,13%,0,1,-1
xand,FUR,Map_3_3Bind,Attack,Sage,0.61,105,5,8,3,-3,83%,60,57%,0,1,-1
tuyz,LOUD,Map_3_3Bind,Defend,Gekko,0.62,144,6,9,5,-3,58%,86,10%,2,2,0
saadhak,LOUD,Map_3_3Bind,Defend,Neon,1.04,244,7,10,4,-3,75%,173,14%,2,1,+1
Less,LOUD,Map_3_3Bind,Defend,Omen,1.13,215,9,8,3,+1,67%,125,40%,1,1,0
pANcada,LOUD,Map_3_3Bind,Defend,Brimstone,1.20,195,8,7,6,+1,83%,115,44%,0,0,0
cauanzin,LOUD,Map_3_3Bind,Defend,Skye,0.47,107,5,9,1,-4,50%,70,83%,2,1,+1
mwzera,FUR,Map_3_3Bind,Defend,Raze,1.82,357,12,6,5,+6,90%,240,15%,2,0,+2
Khalil,FUR,Map_3_3Bind,Defend,Brimstone,1.63,228,10,4,6,+6,90%,152,54%,2,2,0
havoc,FUR,Map_3_3Bind,Defend,Viper,1.65,287,10,6,3,+4,90%,200,52%,2,0,+2
nzr,FUR,Map_3_3Bind,Defend,Skye,0.91,152,4,6,10,-2,80%,116,25%,0,2,-2
xand,FUR,Map_3_3Bind,Defend,Sage,0.84,117,5,6,6,-1,90%,74,27%,0,0,0
