Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
yay,EG,Map_1_1Split,All,Chamber,1.06,180,18,15,1,+3,54%,112,22%,5,3,+2
icy,EG,Map_1_1Split,All,Raze,0.99,204,18,18,6,0,69%,146,19%,1,3,-2
NaturE,EG,Map_1_1Split,All,Viper,0.89,197,17,17,4,0,69%,127,22%,4,1,+3
supamen,EG,Map_1_1Split,All,Omen,0.86,154,15,17,8,-2,73%,94,13%,2,1,+1
Derrek,EG,Map_1_1Split,All,Skye,0.63,140,12,19,13,-7,69%,89,32%,1,5,-4
dgzin,LOUD,Map_1_1Split,All,Raze,1.63,299,28,14,2,+14,69%,185,21%,7,3,+4
cauanzin,LOUD,Map_1_1Split,All,Tejo,1.15,239,19,18,9,+1,62%,161,30%,1,6,-5
pANcada,LOUD,Map_1_1Split,All,Astra,1.00,129,10,13,12,-3,77%,93,29%,1,1,0
v1nny,LOUD,Map_1_1Split,All,Breach,0.94,131,13,16,12,-3,69%,93,33%,1,2,-1
tuyz,LOUD,Map_1_1Split,All,Cypher,0.82,164,16,19,8,-3,73%,104,33%,3,1,+2
yay,EG,Map_1_1Split,Attack,Chamber,0.93,173,9,9,1,0,38%,110,31%,2,2,0
icy,EG,Map_1_1Split,Attack,Raze,0.89,206,9,11,3,-2,69%,150,28%,0,2,-2
NaturE,EG,Map_1_1Split,Attack,Viper,0.40,99,3,10,2,-7,54%,75,18%,2,1,+1
supamen,EG,Map_1_1Split,Attack,Omen,0.73,175,8,11,3,-3,69%,114,14%,1,1,0
Derrek,EG,Map_1_1Split,Attack,Skye,0.63,132,6,10,7,-4,69%,79,30%,0,2,-2
dgzin,LOUD,Map_1_1Split,Attack,Raze,1.49,314,14,9,0,+5,62%,198,33%,3,3,0
cauanzin,LOUD,Map_1_1Split,Attack,Tejo,1.36,297,13,10,2,+3,46%,185,36%,1,3,-2
pANcada,LOUD,Map_1_1Split,Attack,Astra,0.70,68,2,7,4,-5,62%,50,18%,0,0,0
v1nny,LOUD,Map_1_1Split,Attack,Breach,0.69,98,3,9,8,-6,62%,62,23%,1,1,0
tuyz,LOUD,Map_1_1Split,Attack,Cypher,0.37,66,3,10,3,-7,62%,43,10%,0,1,-1
yay,EG,Map_1_1Split,Defend,Chamber,1.19,188,9,6,0,+3,69%,114,14%,3,1,+2
icy,EG,Map_1_1Split,Defend,Raze,1.09,203,9,7,3,+2,69%,142,11%,1,1,0
NaturE,EG,Map_1_1Split,Defend,Viper,1.38,296,14,7,2,+7,85%,179,24%,2,0,+2
supamen,EG,Map_1_1Split,Defend,Omen,0.98,134,7,6,5,+1,77%,74,11%,1,0,+1
Derrek,EG,Map_1_1Split,Defend,Skye,0.63,150,6,9,6,-3,69%,99,35%,1,3,-2
dgzin,LOUD,Map_1_1Split,Defend,Raze,1.76,286,14,5,2,+9,77%,172,8%,4,0,+4
cauanzin,LOUD,Map_1_1Split,Defend,Tejo,0.94,183,6,8,7,-2,77%,137,23%,0,3,-3
pANcada,LOUD,Map_1_1Split,Defend,Astra,1.30,191,8,6,8,+2,92%,136,33%,1,1,0
v1nny,LOUD,Map_1_1Split,Defend,Breach,1.20,165,10,7,4,+3,77%,123,41%,0,1,-1
tuyz,LOUD,Map_1_1Split,Defend,Cypher,1.28,263,13,9,5,+4,85%,166,40%,3,0,+3
