,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,3 Round 7 Cloud ara Round 8 grubinho Cloud Round 12 westside grubinho,,2 Round 1 Cloud grubinho ara Flickless Round 13 Flickless grubinho westside Cloud,,,,,,,138,2,1
s0m NRG,,1 Round 12 Flickless Cloud,1 Round 5 Cloud westside grubinho,1 Round 14 Flickless grubinho westside Cloud,,,,,,,80,1,0
mada NRG,,2 Round 4 westside grubinho Round 9 ara Cloud,3 Round 6 grubinho Flickless westside Round 7 grubinho Flickless westside Round 11 ara Cloud westside,,,,,,,,71,1,0
skuba NRG,,,1 Round 10 ara westside Flickless,,,,,,,,26,1,0
Ethan NRG,,1 Round 8 Flickless westside,,,,,,,,,39,7,0
Cloud GX,,1 Round 8 mada s0m,,,,,,,,,42,1,1
grubinho GX,,,1 Round 3 mada s0m brawk,,,,,,,,47,0,0
Flickless GX,,,,,,,,,,,43,0,0
ara GX,,,,,,,,,,,17,0,0
westside GX,,,,,,,,,,,35,0,0
