Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Corrode,1,"""0-1""",TL,Attackers,Elimination
1Corrode,2,"""0-2""",TL,Attackers,Spike Detonation
1Corrode,3,"""1-2""",DRX,Defenders,Elimination
1Corrode,4,"""1-3""",TL,Attackers,Spike Detonation
1Corrode,5,"""2-3""",DRX,Defenders,Defuse
1Corrode,6,"""3-3""",DRX,Defenders,Defuse
1Corrode,7,"""4-3""",DRX,Defenders,Defuse
1Corrode,8,"""5-3""",DRX,Defenders,Time Expired
1Corrode,9,"""5-4""",TL,Attackers,Spike Detonation
1Corrode,10,"""5-5""",TL,Attackers,Elimination
1Corrode,11,"""5-6""",TL,Attackers,Spike Detonation
1Corrode,12,"""6-6""",DRX,Defenders,Defuse
1Corrode,13,"""7-6""",TL,Attackers,Elimination
1Corrode,14,"""8-6""",TL,Attackers,Elimination
1Corrode,15,"""9-6""",TL,Attackers,Spike Detonation
1Corrode,16,"""9-7""",DRX,Defenders,Elimination
1Corrode,17,"""10-7""",TL,Attackers,Spike Detonation
1Corrode,18,"""11-7""",TL,Attackers,Elimination
1Corrode,19,"""12-7""",TL,Attackers,Elimination
1Corrode,20,"""12-8""",DRX,Defenders,Defuse
1Corrode,21,"""13-8""",TL,Attackers,Elimination
1Corrode,22,"""""",,,
1Corrode,23,"""""",,,
1Corrode,24,"""""",,,
