,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,2 Round 12 HYUNMIN free1ng Round 23 MaKo HYUNMIN,,,,1 Round 5 BeYN,,,,,44,7,1
BuZz T1,,3 Round 3 BeYN Flashback Round 10 free1ng HYUNMIN Round 15 BeYN HYUNMIN,2 Round 2 Flashback BeYN MaKo Round 11 free1ng BeYN HYUNMIN,1 Round 21 Flashback HYUNMIN free1ng BeYN,,1 Round 2 MaKo,,,,,67,0,0
Meteor T1,,2 Round 5 free1ng Flashback Round 20 Flashback MaKo,1 Round 17 Flashback MaKo free1ng,,,,,,,,45,0,0
iZu T1,,4 Round 3 MaKo free1ng Round 13 free1ng HYUNMIN Round 15 free1ng Flashback Round 20 HYUNMIN BeYN,1 Round 18 Flashback HYUNMIN MaKo,,,,,,,,66,1,0
carpe T1,,3 Round 1 free1ng MaKo Round 11 Flashback MaKo Round 16 HYUNMIN BeYN,1 Round 19 MaKo free1ng BeYN,,,,,,,,59,1,1
free1ng DRX,,,,,,,,,,,36,0,2
MaKo DRX,,6 Round 6 BuZz iZu Round 9 carpe BuZz Round 10 BuZz iZu Round 15 Meteor BuZz Round 22 BuZz iZu Round 23 iZu BuZz,1 Round 16 Meteor stax carpe,,,,,,,,76,0,0
BeYN DRX,,3 Round 2 Meteor carpe Round 5 carpe Meteor Round 16 BuZz iZu,,,,,,,,,41,7,0
HYUNMIN DRX,,4 Round 1 BuZz stax Round 7 carpe Meteor Round 9 iZu stax Round 22 carpe Meteor,1 Round 10 Meteor stax carpe,,1 Round 3 Meteor carpe iZu BuZz stax,,1 Round 3 stax BuZz,,,,76,0,0
Flashback DRX,,3 Round 13 carpe stax Round 14 BuZz Meteor Round 23 stax Meteor,,1 Round 4 Meteor stax iZu carpe,,,1 Round 23 stax Meteor,,,,33,0,2
