,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,6 Round 2 Ivy Dambi Round 8 Ivy Persia Round 11 margaret Dambi Round 13 Francis Persia Round 14 Persia Ivy Round 19 Francis Ivy,1 Round 3 Dambi margaret Persia,,,,,1 Round 8 margaret Francis Persia,,,62,1,1
Governor TLN,,2 Round 13 margaret Ivy Round 19 Dambi Persia,,,,,,,,,33,1,1
ban TLN,,2 Round 2 margaret Francis Round 9 margaret Francis,,,,,,,,,40,8,0
JitBoyS TLN,,2 Round 7 margaret Dambi Round 21 Francis margaret,2 Round 4 Dambi Persia margaret Round 6 Dambi Ivy Francis,,,1 Round 11 Persia,1 Round 6 Ivy Francis,,,,68,1,1
primmie TLN,,4 Round 1 Francis Persia Round 7 Francis Ivy Round 20 Persia Dambi Round 23 Francis margaret,,,,,,,,,54,0,1
Persia NS,,2 Round 5 Governor JitBoyS Round 11 Crws primmie,,1 Round 9 Crws JitBoyS ban Governor,,,,,,,50,8,0
Dambi NS,,,1 Round 22 primmie Governor ban,1 Round 14 ban JitBoyS Crws Governor,,,1 Round 14 Governor Crws,,,,48,0,0
Francis NS,,1 Round 8 primmie Governor Francis,2 Round 15 Crws JitBoyS ban Round 17 primmie JitBoyS Crws,,,,,,,,44,2,1
Ivy NS,,2 Round 4 JitBoyS ban Round 6 Governor primmie,1 Round 3 ban Governor Crws,,,1 Round 3 Crws,,,,,47,1,1
margaret NS,,3 Round 5 Crws ban Round 18 Governor JitBoyS Round 21 Crws Governor,1 Round 8 ban JitBoyS Crws,,,,,,,,62,0,0
