,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 10 thyy primmie Round 11 thyy JitBoyS Round 13 Killua primmie Round 19 primmie JitBoyS,,,,1 Round 7 Crws,,,,,52,0,1
MaKo DRX,,1 Round 12 thyy Killua,,,,,,,,,29,2,0
Estrella DRX,,1 Round 5 Killua primmie,1 Round 14 thyy Killua JitBoyS,,,,,,,,53,4,0
HYUNMIN DRX,,2 Round 11 primmie Crws Round 18 primmie thyy,1 Round 20 primmie JitBoyS thyy,,,,,,,,50,0,0
Flashback DRX,,2 Round 12 JitBoyS primmie Round 13 thyy Crws,1 Round 15 Killua thyy primmie,,,,,,,,47,0,0
Crws TLN,,1 Round 7 Estrella MaKo,,,,,,,,,38,3,1
Killua TLN,,,3 Round 1 free1ng Flashback HYUNMIN Round 18 Flashback MaKo Estrella Round 20 MaKo Estrella HYUNMIN,1 Round 9 Flashback HYUNMIN Estrella MaKo,,,,,,,68,4,2
JitBoyS TLN,,3 Round 7 Flashback HYUNMIN Round 16 Flashback Estrella Round 17 MaKo free1ng,1 Round 13 HYUNMIN Flashback free1ng,,,1 Round 13 free1ng,,,,,58,2,0
primmie TLN,,1 Round 2 HYUNMIN MaKo,,,,,,,,,32,0,0
thyy TLN,,,2 Round 4 MaKo Estrella free1ng Round 6 free1ng Flashback HYUNMIN,1 Round 8 Estrella HYUNMIN Flashback free1ng,,,,,,,59,0,0
