,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,3 Round 11 primmie Killua Round 19 primmie JitBoyS Round 21 thyy primmie,1 Round 22 JitBoyS Killua thyy,,,,,,,,61,0,1
MaKo DRX,,3 Round 7 Killua Crws Round 8 primmie Killua Round 16 JitBoyS primmie,1 Round 14 primmie JitBoyS thyy MaKo,,,,,,,,56,1,1
Estrella DRX,,3 Round 8 Crws JitBoyS Round 15 Killua thyy Round 24 Crws thyy,1 Round 10 Crws JitBoyS Killua,,,,,,,,48,6,0
HYUNMIN DRX,,2 Round 5 JitBoyS primmie Round 11 thyy JitBoyS,2 Round 7 primmie thyy JitBoyS Round 9 Killua Crws JitBoyS,,1 Round 12 primmie thyy Killua Crws JitBoyS,,,,,,55,0,0
Flashback DRX,,1 Round 18 Killua primmie,,,,1 Round 24 primmie,,,,,42,1,0
Crws TLN,,1 Round 16 MaKo Flashback,,,,1 Round 21 free1ng,,,,,36,1,1
Killua TLN,,1 Round 23 Flashback HYUNMIN,2 Round 1 MaKo HYUNMIN free1ng Round 18 HYUNMIN free1ng MaKo,,,,,,,,32,5,0
JitBoyS TLN,,2 Round 9 Estrella free1ng Round 21 Flashback Estrella,,,,1 Round 18 Flashback,,,,,52,0,1
primmie TLN,,2 Round 21 HYUNMIN MaKo Round 24 free1ng Estrella,2 Round 4 MaKo HYUNMIN Estrella primmie Round 17 Estrella MaKo Flashback,,,,,,,,48,0,0
thyy TLN,,2 Round 1 Flashback Estrella Round 23 MaKo free1ng,2 Round 2 Flashback MaKo HYUNMIN Round 13 Flashback MaKo Estrella,,,,,,,,52,0,1
