Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
OXY,C9,Map_2_2Lotus,All,Neon,1.77,346,27,14,2,+13,75%,219,25%,5,3,+2
v1c,C9,Map_2_2Lotus,All,Omen,1.05,174,13,13,9,0,85%,104,31%,3,0,+3
Xeppaa,C9,Map_2_2Lotus,All,Vyse,0.97,179,13,13,4,0,65%,116,15%,0,1,-1
mitch,C9,Map_2_2Lotus,All,Fade,0.78,141,8,12,8,-4,65%,93,22%,2,2,0
neT,C9,Map_2_2Lotus,All,Viper,0.76,153,8,13,4,-5,65%,110,26%,2,2,0
lz,2G,Map_2_2Lotus,All,Omen,1.19,251,19,14,8,+5,85%,146,42%,2,1,+1
spike,2G,Map_2_2Lotus,All,Neon,0.94,238,17,14,3,+3,75%,164,33%,3,7,-4
gobera,2G,Map_2_2Lotus,All,Breach,0.84,173,12,13,8,-1,80%,105,15%,1,2,-1
silentzz,2G,Map_2_2Lotus,All,Viper,0.82,162,10,13,6,-3,75%,101,20%,2,0,+2
pryze,2G,Map_2_2Lotus,All,Fade,0.58,104,7,15,5,-8,65%,60,18%,0,2,-2
OXY,C9,Map_2_2Lotus,Attack,Neon,1.41,279,8,6,1,+2,75%,153,24%,3,1,+2
v1c,C9,Map_2_2Lotus,Attack,Omen,0.80,112,4,5,2,-1,75%,69,38%,0,0,0
Xeppaa,C9,Map_2_2Lotus,Attack,Vyse,0.90,190,5,5,2,0,63%,144,24%,0,1,-1
mitch,C9,Map_2_2Lotus,Attack,Fade,0.65,129,3,4,1,-1,63%,81,31%,1,0,+1
neT,C9,Map_2_2Lotus,Attack,Viper,1.03,150,3,3,1,0,75%,103,21%,1,1,0
lz,2G,Map_2_2Lotus,Attack,Omen,1.44,301,14,9,6,+5,83%,181,46%,1,1,0
spike,2G,Map_2_2Lotus,Attack,Neon,0.61,178,7,10,3,-3,83%,136,21%,3,4,-1
gobera,2G,Map_2_2Lotus,Attack,Breach,0.99,188,8,9,7,-1,92%,115,22%,0,2,-2
silentzz,2G,Map_2_2Lotus,Attack,Viper,0.84,190,7,8,5,-1,75%,121,16%,1,0,+1
pryze,2G,Map_2_2Lotus,Attack,Fade,0.72,141,6,10,5,-4,83%,75,18%,0,0,0
OXY,C9,Map_2_2Lotus,Defend,Neon,2.01,392,19,8,1,+11,75%,263,25%,2,2,0
v1c,C9,Map_2_2Lotus,Defend,Omen,1.22,217,9,8,7,+1,92%,128,29%,3,0,+3
Xeppaa,C9,Map_2_2Lotus,Defend,Vyse,1.01,172,8,8,2,0,67%,97,10%,0,0,0
mitch,C9,Map_2_2Lotus,Defend,Fade,0.86,150,5,8,7,-3,67%,101,17%,1,2,-1
neT,C9,Map_2_2Lotus,Defend,Viper,0.59,155,5,10,3,-5,58%,115,29%,1,1,0
lz,2G,Map_2_2Lotus,Defend,Omen,0.82,178,5,5,2,0,88%,94,33%,1,0,+1
spike,2G,Map_2_2Lotus,Defend,Neon,1.43,328,10,4,0,+6,63%,207,46%,0,3,-3
gobera,2G,Map_2_2Lotus,Defend,Breach,0.63,153,4,4,1,0,63%,90,8%,1,0,+1
silentzz,2G,Map_2_2Lotus,Defend,Viper,0.80,121,3,5,1,-2,75%,73,30%,1,0,+1
pryze,2G,Map_2_2Lotus,Defend,Fade,0.38,51,1,5,0,-4,38%,39,17%,0,2,-2
