,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,2 Round 4 Boo Wo0t Round 13 MiniBoo Boo,,,,,,,,,40,1,0
grubinho GX,,2 Round 4 MiniBoo benjyfishy Round 9 MiniBoo benjyfishy,,,,,,,,,64,2,0
Flickless GX,,1 Round 14 MiniBoo benjyfishy,,,,,,,,,32,3,0
ara GX,,2 Round 9 Boo RieNs Round 15 Boo RieNs,,,,,,,,,25,0,0
westside GX,,2 Round 5 MiniBoo Wo0t Round 14 RieNs Wo0t,,,,,1 Round 14 RieNs Wo0t,,,,40,0,0
Boo TH,,2 Round 7 Flickless ara Round 12 westside ara,1 Round 11 Cloud Flickless ara,,,,,,,,64,0,0
RieNs TH,,5 Round 1 Flickless westside Round 2 ara grubinho Round 3 Flickless grubinho Round 10 ara Cloud Round 14 ara Flickless,,,,,,,,,94,2,3
MiniBoo TH,,5 Round 1 ara Cloud Round 2 Cloud westside Round 3 ara westside Round 6 grubinho Flickless Round 11 grubinho westside,2 Round 13 westside Flickless ara Round 16 grubinho westside ara,,,,,,,,77,0,0
Wo0t TH,,2 Round 12 Flickless Cloud Round 15 ara Cloud,2 Round 7 grubinho Cloud westside Round 8 ara grubinho Flickless,,,,,,,,62,1,0
benjyfishy TH,,2 Round 5 Flickless ara Round 6 ara Cloud,,,,1 Round 13 Cloud,,,,,71,0,1
