,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,4,,,,,,,,,45,2,1
grubinho GX,,3,1,,,,,,,,52,4,0
Flickless GX,,2,,,,,,,,,34,7,0
ara GX,,4,1,,,,,,,,40,1,0
westside GX,,5,,1,,,1,1,,,48,0,0
Boo TH,,2,1,,,1,,,,,52,1,1
RieNs TH,,7,3,1,,,,,,,87,7,4
MiniBoo TH,,8,3,,,,,,,,63,1,0
Wo0t TH,,4,2,,,1,,,,,51,1,1
benjyfishy TH,,7,1,,,1,,,,,65,0,1
