,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,3 Round 1 CLZ Xdll Round 7 CLZ Xdll Round 9 Dep CLZ,1 Round 14 CLZ Dep Xdll,,,,,,,,51,0,0
BerserX BME,,2 Round 6 SugarZ3ro Xdll Round 15 Xdll TenTen,,1 Round 21 Xdll Dep SugarZ3ro CLZ,1 Round 5 Xdll TenTen Dep CLZ SugarZ3ro,,,,,,58,2,1
NcSlasher BME,,1 Round 9 SugarZ3ro Xdll,1 Round 2 SugarZ3ro Dep CLZ,,,,,,,,47,3,1
Shiro BME,,1 Round 1 TenTen SugarZ3ro,,,,,,,,,31,0,1
dos9 BME,,2 Round 13 CLZ TenTen Round 14 SugarZ3ro TenTen dos9,1 Round 8 CLZ Dep SugarZ3ro,,,1 Round 14 TenTen,,,,,41,1,0
Dep ZETA,,4 Round 11 NcSlasher Shiro Round 12 dos9 NcSlasher Round 16 BerserX dos9 Round 20 Shiro BerserX,1 Round 10 BerserX Famouz NcSlasher,,,,,,,,75,0,1
CLZ ZETA,,1 Round 13 Shiro NcSlasher,,,,,,,,,30,1,0
SugarZ3ro ZETA,,1 Round 16 Famouz NcSlasher,1 Round 21 Famouz dos9 Shiro,,,,,,,,56,4,0
Xdll ZETA,,3 Round 8 Famouz BerserX Round 18 Shiro BerserX Round 19 dos9 Famouz,1 Round 17 Famouz Shiro NcSlasher,,,,,,,,56,2,1
TenTen ZETA,,6 Round 7 BerserX Famouz Round 11 BerserX dos9 Round 14 BerserX Famouz Round 18 NcSlasher dos9 Round 19 BerserX NcSlasher Round 21 NcSlasher BerserX,,1 Round 3 dos9 Shiro NcSlasher BerserX,,1 Round 21 BerserX,,,,,92,1,2
