,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
baddyG MKOI,,4 Round 2 saadhak Elite Round 3 Avez Elite Round 7 Elite SUYGETSU Round 17 SUYGETSU Avez,1 Round 6 Elite Avez saadhak,,,,,1 Round 6 saadhak Elite Avez,,,42,0,1
MONSTEERR MKOI,,4 Round 3 marteen SUYGETSU Round 17 Elite marteen Round 18 SUYGETSU Elite Round 22 Elite marteen,2 Round 7 Avez saadhak marteen Round 12 SUYGETSU Elite marteen,,,1 Round 22 marteen,,,,,63,0,1
flyuh MKOI,,2 Round 9 SUYGETSU Avez Round 12 saadhak Avez,,,,,,,,,41,4,0
Filu MKOI,,1 Round 9 marteen saadhak,3 Round 1 Elite marteen SUYGETSU Round 5 Avez saadhak marteen Round 20 saadhak Avez SUYGETSU,,,,,,,,56,0,1
nataNk MKOI,,1 Round 22 Avez SUYGETSU,1 Round 4 SUYGETSU saadhak Elite,,,,,,,,50,0,1
saadhak KC,,1 Round 21 baddyG MONSTEERR,,,,,,,,,38,6,0
SUYGETSU KC,,1 Round 11 Filu baddyG,,,,,,,,,45,0,0
Avez KC,,4 Round 14 Filu nataNk Round 15 nataNk flyuh Round 16 Filu MONSTEERR Round 19 baddyG flyuh,,,,,,,,,65,0,1
marteen KC,,3 Round 2 nataNk Filu Round 13 Filu baddyG Round 14 baddyG MONSTEERR,1 Round 12 flyuh Filu baddyG,,,,,,,,54,1,0
Elite KC,,1 Round 8 Filu nataNk,1 Round 6 Filu flyuh MONSTEERR,,,,,,,,42,0,0
