Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
iZu,T1,Map_1_1Lotus,All,Cypher,1.42,259,22,13,3,+9,88%,165,37%,3,2,+1
Meteor,T1,Map_1_1Lotus,All,Iso,1.26,236,22,16,4,+6,75%,165,36%,3,1,+2
BuZz,T1,Map_1_1Lotus,All,Raze,1.13,299,23,21,4,+2,67%,199,16%,7,3,+4
stax,T1,Map_1_1Lotus,All,Sova,1.01,165,14,14,10,0,83%,103,15%,1,0,+1
carpe,T1,Map_1_1Lotus,All,Omen,0.79,122,11,16,13,-5,67%,93,50%,1,3,-2
MaKo,DRX,Map_1_1Lotus,All,Omen,1.20,212,19,15,10,+4,75%,133,21%,1,3,-2
HYUNMIN,DRX,Map_1_1Lotus,All,Raze,1.05,254,21,20,5,+1,54%,173,20%,3,4,-1
free1ng,DRX,Map_1_1Lotus,All,Tejo,1.05,224,19,20,6,-1,67%,143,25%,5,1,+4
BeYN,DRX,Map_1_1Lotus,All,Fade,0.78,169,13,19,8,-6,67%,123,24%,0,1,-1
Flashback,DRX,Map_1_1Lotus,All,Vyse,0.44,102,8,18,5,-10,63%,67,27%,0,6,-6
iZu,T1,Map_1_1Lotus,Attack,Cypher,1.41,250,11,7,0,+4,83%,139,59%,1,0,+1
Meteor,T1,Map_1_1Lotus,Attack,Iso,0.91,190,8,9,2,-1,67%,134,44%,1,1,0
BuZz,T1,Map_1_1Lotus,Attack,Raze,0.89,244,9,12,2,-3,58%,170,18%,3,3,0
stax,T1,Map_1_1Lotus,Attack,Sova,0.93,181,8,8,3,0,83%,95,21%,1,0,+1
carpe,T1,Map_1_1Lotus,Attack,Omen,0.60,124,6,10,4,-4,58%,89,55%,0,2,-2
MaKo,DRX,Map_1_1Lotus,Attack,Omen,0.95,183,7,9,5,-2,58%,104,18%,1,3,-2
HYUNMIN,DRX,Map_1_1Lotus,Attack,Raze,0.45,135,5,10,3,-5,42%,102,7%,0,2,-2
free1ng,DRX,Map_1_1Lotus,Attack,Tejo,0.89,198,9,11,1,-2,67%,127,29%,2,1,+1
BeYN,DRX,Map_1_1Lotus,Attack,Fade,1.08,193,8,9,2,-1,75%,151,29%,0,0,0
Flashback,DRX,Map_1_1Lotus,Attack,Vyse,0.36,129,5,11,1,-6,50%,88,25%,0,3,-3
iZu,T1,Map_1_1Lotus,Defend,Cypher,1.44,269,11,6,3,+5,92%,191,27%,2,2,0
Meteor,T1,Map_1_1Lotus,Defend,Iso,1.61,283,14,7,2,+7,83%,196,32%,2,0,+2
BuZz,T1,Map_1_1Lotus,Defend,Raze,1.38,356,14,9,2,+5,75%,227,14%,4,0,+4
stax,T1,Map_1_1Lotus,Defend,Sova,1.10,150,6,6,7,0,83%,110,8%,0,0,0
carpe,T1,Map_1_1Lotus,Defend,Omen,0.99,122,5,6,9,-1,75%,96,46%,1,1,0
MaKo,DRX,Map_1_1Lotus,Defend,Omen,1.45,243,12,6,5,+6,92%,162,23%,0,0,0
HYUNMIN,DRX,Map_1_1Lotus,Defend,Raze,1.64,375,16,10,2,+6,67%,244,32%,3,2,+1
free1ng,DRX,Map_1_1Lotus,Defend,Tejo,1.20,251,10,9,5,+1,67%,159,21%,3,0,+3
BeYN,DRX,Map_1_1Lotus,Defend,Fade,0.47,146,5,10,6,-5,58%,94,19%,0,1,-1
Flashback,DRX,Map_1_1Lotus,Defend,Vyse,0.51,77,3,7,4,-4,75%,46,30%,0,3,-3
