,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
coconut XLG,,1 Round 13 valyn trent,1 Round 16 jawgemo trent valyn,,,,,,,,30,0,0
Rarga XLG,,4 Round 4 valyn JonahP Round 11 JonahP valyn Round 12 jawgemo JonahP Round 15 valyn jawgemo,,,,,,,,,51,0,0
Viva XLG,,2 Round 8 leaf trent Round 10 valyn jawgemo,,,,,,,,,42,2,0
Midi XLG,,,,,,,,,,,29,8,1
happywei XLG,,1 Round 12 trent valyn,1 Round 3 jawgemo leaf JonahP,,,,,1 Round 3 valyn JonahP leaf,,,38,0,0
valyn G2,,1 Round 8 Rarga Midi,,,,,,,,,17,0,1
jawgemo G2,,3 Round 4 happywei Midi Round 5 Rarga Midi Round 7 Midi coconut,2 Round 8 happywei Viva coconut Round 16 Midi Rarga Viva,,,,,,,,71,2,3
JonahP G2,,4 Round 2 coconut Rarga Round 7 Rarga Viva Round 10 Midi happywei Round 11 coconut Viva,,,,,,,,,62,0,2
leaf G2,,5 Round 2 happywei Midi Round 4 Rarga Viva Round 11 happywei Rarga Round 14 Viva happywei Round 15 happywei Viva,2 Round 1 Viva happywei coconut Round 9 coconut Rarga Viva,,,1 Round 16 coconut,,,,,106,0,1
trent G2,,4 Round 1 Midi Rarga Round 6 Rarga Viva Round 14 Midi coconut Round 15 Midi Rarga,,,,,,,,,98,2,1
