,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
coconut XLG,,3 Round 3 jawgemo trent Round 9 valyn trent Round 19 trent valyn,,,,1 Round 9 trent,,,,,28,0,0
Rarga XLG,,3 Round 1 trent leaf Round 2 jawgemo trent Round 18 JonahP valyn,1 Round 10 JonahP trent valyn,,1 Round 11 valyn jawgemo trent JonahP leaf,,,,,,73,0,0
Viva XLG,,1 Round 16 valyn jawgemo,,1 Round 17 valyn jawgemo trent JonahP,,,,,,,39,3,0
Midi XLG,,2 Round 15 JonahP jawgemo Round 19 JonahP leaf,1 Round 12 valyn trent JonahP,,,,,,,,42,3,1
happywei XLG,,5 Round 1 JonahP valyn Round 2 JonahP valyn Round 5 trent jawgemo Round 12 leaf jawgemo Round 18 leaf trent,,,,,,,,,65,1,0
valyn G2,,2 Round 3 Rarga Viva Round 13 Rarga Viva,,,,,,,,,50,2,0
jawgemo G2,,2 Round 4 Midi coconut Round 6 happywei Midi,3 Round 10 happywei Rarga coconut Round 16 happywei coconut Midi Round 21 Rarga Viva Midi,,,,,,,,52,1,0
JonahP G2,,2 Round 3 Midi coconut Round 5 happywei coconut,2 Round 13 Midi happywei coconut Round 15 Rarga coconut happywei,,,,,,,,44,1,1
leaf G2,,7 Round 5 Viva Rarga Round 7 coconut Midi Round 9 Midi Viva Round 10 Viva Midi Round 15 Midi Viva Round 17 Viva coconut Round 19 Viva Rarga,,,,1 Round 16 Viva,3 Round 5 Rarga Viva Round 10 Viva Midi Round 15 Viva Midi,,,,77,2,1
trent G2,,3 Round 8 Rarga Midi Round 14 happywei Viva Round 20 coconut Rarga,,,,,,,,,40,1,0
