,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
BABYBAY G2,,,1 Round 2 yay Derrek NaturE,,,,,,,,35,0,0
valyn G2,,4 Round 4 icy NaturE Round 13 yay Derrek Round 20 NaturE icy Round 22 Derrek NaturE,3 Round 11 icy yay Derrek Round 12 Derrek NaturE supamen Round 23 icy NaturE Derrek,,,1 Round 11 Derrek,,,,,64,1,0
jawgemo G2,,4 Round 6 icy yay Round 7 yay supamen Round 19 NaturE Derrek Round 21 icy NaturE,,,,,,,,,37,0,0
JonahP G2,,4 Round 9 Derrek yay Round 11 supamen NaturE Round 16 supamen NaturE Round 20 Derrek yay,2 Round 10 yay icy NaturE Round 19 icy supamen yay,,,1 Round 20 yay,,,,,73,2,1
trent G2,,1 Round 5 NaturE icy,1 Round 24 yay NaturE supamen,1 Round 1 yay NaturE Derrek supamen,,,,,,,47,7,0
supamen EG,,,1 Round 15 jawgemo BABYBAY valyn,,,,,,,,32,1,1
yay EG,,5 Round 7 valyn trent Round 9 jawgemo BABYBAY Round 11 trent JonahP Round 14 valyn trent Round 20 trent BABYBAY,3 Round 5 valyn BABYBAY trent Round 16 trent valyn BABYBAY Round 24 BABYBAY jawgemo valyn,,,,,,,,86,0,0
Derrek EG,,3 Round 1 jawgemo JonahP Round 5 jawgemo JonahP Round 11 BABYBAY jawgemo,2 Round 8 valyn JonahP BABYBAY Round 21 JonahP jawgemo BABYBAY,,,,,,,,54,1,0
NaturE EG,,2 Round 9 trent JonahP Round 23 jawgemo trent,3 Round 3 BABYBAY jawgemo valyn Round 7 BABYBAY jawgemo JonahP Round 13 JonahP valyn BABYBAY,,,,2 Round 7 JonahP jawgemo Round 13 BABYBAY valyn,,,,45,6,3
icy EG,,1 Round 18 valyn BABYBAY,,,,1 Round 24 trent,,,,,32,0,0
