,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
BABYBAY G2,,6,2,,,1,,,,,51,1,1
valyn G2,,9,6,,,1,1,,,,64,4,0
jawgemo G2,,10,,,,,,,,,40,2,3
JonahP G2,,11,3,1,,1,,,,,76,4,2
trent G2,,4,4,1,,2,,,,,72,12,2
supamen EG,,1,1,,,1,,,,,30,4,2
yay EG,,7,4,1,,,,,,,61,0,0
Derrek EG,,6,3,,,,1,,,,53,3,0
NaturE EG,,6,5,2,,1,2,,,,58,10,3
icy EG,,1,,,,1,,,,,33,1,0
