,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
BABYBAY G2,,2 Round 5 supamen NaturE Round 12 Derrek supamen,,,,,,,,,41,0,1
valyn G2,,2 Round 4 yay supamen Round 9 icy supamen,1 Round 16 Derrek icy yay,,,,,,,,62,0,0
jawgemo G2,,2 Round 1 icy NaturE Round 12 yay NaturE,,,,,,,,,41,1,3
JonahP G2,,3 Round 6 icy yay Round 8 NaturE Derrek Round 17 yay Derrek,,1 Round 3 yay supamen Derrek NaturE,,,,,,,105,0,1
trent G2,,2 Round 11 yay Derrek Round 15 NaturE supamen,2 Round 7 NaturE supamen icy Round 8 icy yay supamen,,,1 Round 5 Derrek,,,,,95,2,2
supamen EG,,1 Round 14 JonahP jawgemo,,,,1 Round 6 JonahP,,,,,35,3,0
yay EG,,1 Round 8 valyn jawgemo,,,,,,,,,46,0,0
Derrek EG,,2 Round 5 BABYBAY valyn Round 6 BABYBAY trent,1 Round 1 trent BABYBAY JonahP,,,,1 Round 1 JonahP BABYBAY,,,,53,2,0
NaturE EG,,3 Round 4 valyn BABYBAY Round 10 jawgemo valyn Round 15 valyn jawgemo,2 Round 13 JonahP trent valyn Round 14 trent valyn BABYBAY,,,,,,,,70,4,0
icy EG,,,,,,,,,,,21,0,0
