Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
CyvOph,VIT,Map_3_3Haven,All,Iso,1.50,267,22,14,7,+8,78%,158,23%,1,1,0
Less,VIT,Map_3_3Haven,All,Cypher,0.90,180,15,16,4,-1,70%,124,44%,0,4,-4
Sayf,VIT,Map_3_3Haven,All,Sova,0.89,185,14,17,8,-3,57%,131,21%,1,4,-3
Kicks,VIT,Map_3_3Haven,All,Omen,0.79,120,10,14,5,-4,65%,82,7%,0,0,0
Derke,VIT,Map_3_3Haven,All,Yoru,0.59,137,10,18,6,-8,48%,89,23%,4,8,-4
Boaster,FNC,Map_3_3Haven,All,Omen,1.26,191,17,12,10,+5,74%,107,35%,2,4,-2
kaajak,FNC,Map_3_3Haven,All,Yoru,1.25,262,22,14,4,+8,91%,157,30%,7,0,+7
Chronicle,FNC,Map_3_3Haven,All,Cypher,0.96,175,13,13,4,0,78%,107,18%,6,1,+5
crashies,FNC,Map_3_3Haven,All,Sova,0.83,154,13,15,2,-2,61%,99,38%,1,0,+1
Alfajer,FNC,Map_3_3Haven,All,Iso,0.62,168,14,17,3,-3,61%,116,62%,1,1,0
CyvOph,VIT,Map_3_3Haven,Attack,Iso,1.77,310,14,5,3,+9,83%,170,19%,1,1,0
Less,VIT,Map_3_3Haven,Attack,Cypher,0.59,124,6,8,1,-2,67%,100,40%,0,2,-2
Sayf,VIT,Map_3_3Haven,Attack,Sova,1.56,303,13,7,6,+6,75%,203,22%,1,1,0
Kicks,VIT,Map_3_3Haven,Attack,Omen,1.07,151,7,5,4,+2,83%,106,7%,0,0,0
Derke,VIT,Map_3_3Haven,Attack,Yoru,1.13,191,8,7,6,+1,75%,115,19%,3,3,0
Boaster,FNC,Map_3_3Haven,Attack,Omen,2.08,247,12,1,5,+11,91%,131,42%,1,1,0
kaajak,FNC,Map_3_3Haven,Attack,Yoru,1.67,339,13,5,4,+8,91%,214,34%,5,0,+5
Chronicle,FNC,Map_3_3Haven,Attack,Cypher,1.23,204,8,5,2,+3,91%,123,10%,2,0,+2
crashies,FNC,Map_3_3Haven,Attack,Sova,0.81,118,5,6,1,-1,82%,79,40%,1,0,+1
Alfajer,FNC,Map_3_3Haven,Attack,Iso,0.86,203,9,6,0,+3,73%,157,56%,1,0,+1
CyvOph,VIT,Map_3_3Haven,Defend,Iso,1.20,222,8,9,4,-1,73%,146,30%,0,0,0
Less,VIT,Map_3_3Haven,Defend,Cypher,1.23,243,9,8,3,+1,73%,151,48%,0,2,-2
Sayf,VIT,Map_3_3Haven,Defend,Sova,0.17,58,1,10,2,-9,36%,52,20%,0,3,-3
Kicks,VIT,Map_3_3Haven,Defend,Omen,0.49,87,3,9,1,-6,45%,55,6%,0,0,0
Derke,VIT,Map_3_3Haven,Defend,Yoru,0.04,80,2,11,0,-9,18%,60,33%,1,5,-4
Boaster,FNC,Map_3_3Haven,Defend,Omen,0.52,140,5,11,5,-6,58%,86,27%,1,3,-2
kaajak,FNC,Map_3_3Haven,Defend,Yoru,0.86,192,9,9,0,0,92%,105,24%,2,0,+2
Chronicle,FNC,Map_3_3Haven,Defend,Cypher,0.71,150,5,8,2,-3,67%,93,33%,4,1,+3
crashies,FNC,Map_3_3Haven,Defend,Sova,0.86,187,8,9,1,-1,42%,118,36%,0,0,0
Alfajer,FNC,Map_3_3Haven,Defend,Iso,0.39,136,5,11,3,-6,50%,79,75%,0,1,-1
