(BANK) BBL TL (BANK),1 0.0k 0.1k,2 8.3k $$ 2.4k,3 10.9k $$$ $ 8.0k,4 8.9k $$ $$$ 11.4k,5 0.3k $$$ $$$ 13.9k,6 8.5k $ $$$ 13.3k,7 13.8k $$$ $$$ 4.4k,8 3.0k $$$ $$$ 8.9k,9 7.6k $$ $$$ 20.5k,10 12.9k $$$ $$$ 8.0k,11 11.7k $$$ $$ 3.2k,12 1.3k $$$ $$$ 2.7k
(BANK) BBL TL (BANK),13 0.2k 0.2k,14 2.8k $$ 9.9k,15 9.8k $$ $$$ 0.9k,16 16.2k $$$ $$ 8.0k,17 4.8k $$$ $$$ 6.7k,18 16.6k $$$ $$$ 4.3k,19 5.7k $$$ $$$ 7.8k,20 2.0k $$ $$$ 10.3k,21 4.6k $$$ $$$ 0.9k,22 4.6k $$$ $ 7.0k,23 14.7k $$$ $$$ 1.6k,24 2.1k $$$ $$$ 5.9k
