,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
lz 2G,,3 Round 7 keznit Melser Round 12 Shyy keznit Round 18 adverso Melser,2 Round 1 adverso keznit Melser Round 2 Mazino Shyy adverso,,,1 Round 8 Melser,1 Round 18 Melser adverso,,,,65,3,1
silentzz 2G,,1 Round 3 Melser Mazino,1 Round 17 adverso Melser Mazino,,,,,,,,43,0,1
PxS 2G,,1 Round 8 adverso Shyy,,,,,,,,,27,4,0
gobera 2G,,,,,,,,,,,26,0,0
Askia 2G,,4 Round 6 Melser keznit Round 9 keznit Mazino Round 11 Shyy Mazino Round 13 keznit Melser,1 Round 19 Shyy Mazino Melser,,,,,,,,57,0,0
Melser KRÜ,,3 Round 5 lz gobera Round 9 gobera Askia Round 14 Askia lz,1 Round 11 gobera lz silentzz,,,,,,,,65,1,1
keznit KRÜ,,2 Round 6 gobera silentzz Round 10 PxS silentzz,3 Round 4 PxS lz gobera Round 13 lz gobera PxS Round 18 gobera PxS Askia,,,,,,,,80,0,0
adverso KRÜ,,1 Round 19 gobera Askia,1 Round 3 silentzz PxS Askia,,,1 Round 19 Askia,,,,,47,0,0
Mazino KRÜ,,3 Round 14 silentzz PxS Round 15 silentzz gobera Round 19 silentzz PxS,2 Round 10 lz Askia gobera Round 12 Askia PxS silentzz,,,,,,,,74,6,2
Shyy KRÜ,,3 Round 1 lz silentzz Shyy Round 6 lz PxS Round 9 silentzz lz,,,,,,,,,50,0,1
