,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,,,,,,,,,,58,0,0
PROFEK BBL,,1 Round 12 MrFaliN AtaKaptan,1 Round 15 yetujey AtaKaptan xeus,,1 Round 4 MrFaliN xeus qRaxs AtaKaptan yetujey,,,,,,73,0,0
sociablEE BBL,,3 Round 1 AtaKaptan yetujey Round 2 xeus qRaxs Round 10 AtaKaptan MrFaliN,1 Round 11 AtaKaptan qRaxs MrFaliN,,1 Round 6 yetujey qRaxs MrFaliN AtaKaptan xeus,,,,,,106,0,0
Jamppi BBL,,5 Round 1 MrFaliN xeus Round 5 yetujey xeus Round 8 MrFaliN qRaxs Round 9 qRaxs AtaKaptan Round 12 yetujey xeus,,,,1 Round 5 MrFaliN,,,,,85,3,1
LewN BBL,,1 Round 2 yetujey AtaKaptan,1 Round 13 AtaKaptan qRaxs MrFaliN,,,,,,,,54,0,0
qRaxs FUT,,1 Round 14 PROFEK sociablEE,,,,,,,,,21,0,0
AtaKaptan FUT,,2 Round 3 PROFEK Jamppi Round 15 MAGNUM sociablEE,,,,,,,,,48,0,0
MrFaliN FUT,,2 Round 3 sociablEE MAGNUM Round 5 LewN PROFEK,,,,,,,,,41,1,0
yetujey FUT,,1 Round 1 MAGNUM Jamppi,,,,,,,,,35,1,0
xeus FUT,,,1 Round 7 sociablEE PROFEK Jamppi,,,,,,,,44,1,0
