,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Biank TE,,1 Round 18 CHICHOO S1Mon,2 Round 13 nobody CHICHOO Smoggy Round 21 Smoggy nobody S1Mon,,,,,,,,44,1,2
LuoK1ng TE,,1 Round 6 CHICHOO nobody,1 Round 19 S1Mon nobody Smoggy,1 Round 16 S1Mon nobody CHICHOO Smoggy,,,,,,,54,2,0
heybay TE,,4 Round 9 CHICHOO nobody Round 15 ZmjjKK nobody Round 17 Smoggy ZmjjKK Round 18 Smoggy ZmjjKK,,,1 Round 14 ZmjjKK Smoggy S1Mon CHICHOO nobody,,,,,,48,2,1
FengF TE,,1 Round 3 ZmjjKK CHICHOO,1 Round 15 Smoggy S1Mon CHICHOO,,,,,,,,41,0,0
Kai TE,,3 Round 1 ZmjjKK S1Mon Round 11 nobody ZmjjKK Round 21 ZmjjKK CHICHOO,2 Round 5 CHICHOO Smoggy nobody Round 20 nobody ZmjjKK CHICHOO,,,,,,,,62,0,0
nobody EDG,,2 Round 1 Kai Biank Round 8 heybay LuoK1ng,,1 Round 12 FengF LuoK1ng heybay Kai,,,,,,,50,2,0
ZmjjKK EDG,,1 Round 8 FengF Biank,2 Round 11 Biank heybay LuoK1ng Round 22 FengF Biank heybay,2 Round 9 Kai FengF heybay LuoK1ng Round 23 heybay FengF Kai LuoK1ng,1 Round 4 FengF Biank heybay Kai LuoK1ng,,,,,,78,0,0
Smoggy EDG,,1 Round 18 Biank FengF,,,,,,,,,28,0,1
S1Mon EDG,,2 Round 5 Biank Kai Round 19 Kai FengF,,,,1 Round 5 Kai,,,,,46,4,1
CHICHOO EDG,,4 Round 1 FengF LuoK1ng Round 2 heybay FengF Round 5 LuoK1ng heybay Round 17 Kai LuoK1ng,1 Round 10 FengF Kai LuoK1ng,1 Round 7 Biank FengF heybay LuoK1ng,,,,,,,59,0,1
