,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,3 Round 1 artzin xenom Zellsis Round 2 nzr artzin Round 3 cortezia aspas,,,,,,,,,57,0,1
johnqt SEN,,2 Round 6 aspas xenom Round 17 artzin aspas,1 Round 12 artzin aspas nzr,,,,,,,,53,4,0
bang SEN,,3 Round 13 xenom cortezia Round 16 artzin nzr Round 19 xenom nzr,,,,,,,,,36,3,0
zekken SEN,,2 Round 15 cortezia artzin Round 18 artzin aspas,1 Round 20 artzin cortezia nzr,2 Round 9 aspas artzin cortezia nzr Round 11 artzin cortezia aspas nzr,,,1 Round 11 aspas nzr,,,,71,2,0
N4RRATE SEN,,3 Round 13 artzin nzr Round 14 aspas xenom Round 15 xenom nzr,2 Round 4 cortezia aspas xenom Round 5 cortezia xenom aspas,,,,,,,1 Round 7 aspas nzr cortezia xenom artzin,51,2,1
nzr MIBR,,4 Round 11 Zellsis johnqt Round 12 N4RRATE Zellsis Round 18 johnqt N4RRATE Round 19 N4RRATE Zellsis,2 Round 14 zekken johnqt N4RRATE Round 17 bang N4RRATE johnqt,,,,1 Round 14 N4RRATE johnqt,,,,69,5,0
cortezia MIBR,,3 Round 7 Zellsis johnqt cortezia Round 8 zekken Zellsis Round 16 bang N4RRATE,,,,,,,,,62,0,0
artzin MIBR,,1 Round 19 zekken johnqt,1 Round 5 zekken N4RRATE johnqt,,,1 Round 5 johnqt,,,,,49,1,1
aspas MIBR,,1 Round 1 zekken bang aspas,,,,,,,,,34,0,1
xenom MIBR,,2 Round 12 johnqt zekken Round 14 Zellsis bang,,,,,1 Round 12 johnqt zekken,,,,49,0,0
