,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,4 Round 4 xenom nzr Round 8 aspas nzr Round 27 cortezia nzr Round 29 cortezia aspas,2 Round 24 cortezia artzin xenom Round 30 xenom aspas artzin,1 Round 11 nzr aspas xenom cortezia,,1 Round 33 aspas,,,,,44,7,1
johnqt SEN,,7 Round 6 artzin nzr Round 7 nzr artzin Round 9 cortezia xenom Round 10 nzr cortezia Round 12 aspas nzr johnqt Round 17 nzr aspas Round 38 xenom nzr,1 Round 32 aspas cortezia artzin,,,,1 Round 12 nzr aspas,,,,38,5,1
bang SEN,,4 Round 7 xenom aspas Round 17 artzin xenom Round 22 cortezia nzr Round 26 aspas xenom,,,,1 Round 26 xenom,,,,,40,2,0
zekken SEN,,4 Round 2 cortezia nzr Round 23 nzr xenom Round 32 nzr xenom Round 40 cortezia nzr,3 Round 1 nzr aspas xenom Round 8 artzin xenom cortezia Round 31 aspas nzr xenom,1 Round 28 artzin xenom cortezia aspas,,,,,,,40,3,0
N4RRATE SEN,,3 Round 33 xenom nzr Round 34 cortezia xenom Round 36 xenom nzr,,,,,1 Round 6 xenom aspas,,,,28,0,2
nzr MIBR,,5 Round 14 bang zekken Round 20 bang N4RRATE Round 26 Zellsis N4RRATE Round 28 Zellsis johnqt Round 34 johnqt N4RRATE,,,,,,,,,35,7,0
cortezia MIBR,,2 Round 4 johnqt Zellsis Round 37 N4RRATE zekken,4 Round 5 zekken bang Zellsis Round 31 N4RRATE johnqt zekken Round 38 N4RRATE zekken Zellsis Round 39 Zellsis bang johnqt,,,1 Round 31 zekken,,,,,44,2,3
artzin MIBR,,5 Round 14 Zellsis N4RRATE Round 24 zekken N4RRATE Round 34 zekken bang Round 35 N4RRATE bang Round 37 johnqt bang,2 Round 15 bang N4RRATE Zellsis Round 30 zekken bang N4RRATE,1 Round 13 bang johnqt zekken Zellsis,,,,,,,35,2,2
aspas MIBR,,10 Round 7 zekken johnqt Round 9 bang Zellsis Round 10 Zellsis bang Round 12 zekken N4RRATE Round 17 zekken Zellsis Round 18 zekken N4RRATE Round 21 bang Zellsis Round 22 johnqt N4RRATE Round 29 zekken N4RRATE Round 40 johnqt Zellsis,2 Round 27 zekken johnqt Zellsis Round 33 zekken bang N4RRATE,,,,1 Round 9 Zellsis bang,,,,46,2,2
xenom MIBR,,6 Round 4 N4RRATE bang Round 9 zekken N4RRATE Round 18 johnqt bang Round 19 bang johnqt Round 39 zekken N4RRATE Round 40 zekken bang,4 Round 6 Zellsis johnqt N4RRATE Round 16 Zellsis zekken johnqt Round 22 bang Zellsis zekken Round 25 bang N4RRATE johnqt,,,1 Round 40 bang,1 Round 22 zekken Zellsis,,,,43,1,0
