,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 16 cortezia aspas,4 Round 1 cortezia aspas xenom Round 7 artzin xenom aspas Round 10 aspas nzr artzin Round 18 artzin xenom aspas,,,,,,,,55,3,1
johnqt SEN,,2 Round 13 artzin aspas Round 18 cortezia nzr,,,,,,,,,56,3,1
bang SEN,,2 Round 4 cortezia aspas Round 11 xenom artzin,,1 Round 17 artzin cortezia aspas xenom,,,,,,,68,4,0
zekken SEN,,3 Round 4 nzr xenom Round 9 aspas cortezia Round 12 artzin aspas,1 Round 6 artzin aspas cortezia,1 Round 15 aspas nzr cortezia xenom,,,,,,,77,0,0
N4RRATE SEN,,6 Round 2 nzr aspas Round 3 xenom cortezia Round 5 cortezia xenom Round 12 cortezia nzr Round 13 cortezia nzr Round 16 artzin nzr,,,,1 Round 10 cortezia,,,,,53,0,0
nzr MIBR,,3 Round 5 N4RRATE Zellsis Round 11 Zellsis bang Round 13 johnqt bang,1 Round 17 bang Zellsis N4RRATE,,,,,,,,57,4,1
cortezia MIBR,,4 Round 1 johnqt N4RRATE Round 7 bang Zellsis Round 8 johnqt Zellsis Round 14 zekken N4RRATE,1 Round 10 bang johnqt Zellsis cortezia,,,,,,,,42,0,0
artzin MIBR,,,,,,,,,,,25,0,1
aspas MIBR,,4 Round 1 zekken bang Round 7 zekken N4RRATE Round 12 Zellsis N4RRATE Round 13 zekken Zellsis,,,,,,,,,37,0,0
xenom MIBR,,5 Round 2 Zellsis zekken Round 4 johnqt Zellsis Round 8 zekken bang Round 9 N4RRATE Zellsis Round 18 bang N4RRATE,,,,,1 Round 13 N4RRATE bang,,,,60,0,0
