,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 12 xenom cortezia Round 19 cortezia nzr,3 Round 2 artzin aspas nzr Round 4 cortezia nzr xenom Round 10 cortezia aspas nzr,,1 Round 5 aspas artzin xenom nzr cortezia,,,,,,107,2,0
johnqt SEN,,1 Round 14 xenom cortezia,1 Round 7 cortezia xenom nzr,,,,,,,,49,1,0
bang SEN,,3 Round 1 aspas nzr Round 13 cortezia artzin Round 19 artzin xenom,1 Round 14 aspas artzin nzr,,,,,,,,38,1,0
zekken SEN,,2 Round 1 artzin xenom Round 11 artzin aspas,,,,,,,,,53,0,0
N4RRATE SEN,,2 Round 3 aspas cortezia Round 11 cortezia nzr,2 Round 12 artzin aspas nzr Round 18 aspas cortezia nzr,1 Round 20 cortezia xenom nzr aspas,,,1 Round 20 aspas nzr,,,,91,2,2
nzr MIBR,,2 Round 13 bang N4RRATE Round 15 N4RRATE zekken,,,,,,,,,42,5,1
cortezia MIBR,,3 Round 6 zekken johnqt Round 14 zekken N4RRATE Round 20 Zellsis johnqt,,,,,,,,,33,0,0
artzin MIBR,,1 Round 7 N4RRATE zekken,2 Round 8 zekken johnqt N4RRATE Round 15 bang Zellsis johnqt,,,,,1 Round 15 Zellsis johnqt bang,,,37,0,1
aspas MIBR,,2 Round 3 Zellsis zekken Round 12 zekken johnqt,,1 Round 17 zekken N4RRATE johnqt Zellsis,,,,,,,66,0,0
xenom MIBR,,,2 Round 13 zekken johnqt Zellsis Round 16 zekken johnqt N4RRATE,,,,,,,,56,0,0
