Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",WOL,Attackers,Elimination
1Lotus,2,"""2-0""",WOL,Attackers,Elimination
1Lotus,3,"""2-1""",AG,Defenders,Defuse
1Lotus,4,"""3-1""",WOL,Attackers,Elimination
1Lotus,5,"""4-1""",WOL,Attackers,Elimination
1Lotus,6,"""5-1""",WOL,Attackers,Elimination
1Lotus,7,"""5-2""",AG,Defenders,Elimination
1Lotus,8,"""5-3""",AG,Defenders,Defuse
1Lotus,9,"""5-4""",AG,Defenders,Elimination
1Lotus,10,"""6-4""",WOL,Attackers,Elimination
1Lotus,11,"""7-4""",WOL,Attackers,Elimination
1Lotus,12,"""7-5""",AG,Defenders,Defuse
1Lotus,13,"""7-6""",WOL,Attackers,Elimination
1Lotus,14,"""7-7""",WOL,Attackers,Elimination
1Lotus,15,"""8-7""",AG,Defenders,Elimination
1Lotus,16,"""9-7""",AG,Defenders,Elimination
1Lotus,17,"""10-7""",AG,Defenders,Elimination
1Lotus,18,"""10-8""",WOL,Attackers,Elimination
1Lotus,19,"""10-9""",WOL,Attackers,Spike Detonation
1Lotus,20,"""10-10""",WOL,Attackers,Elimination
1Lotus,21,"""10-11""",WOL,Attackers,Spike Detonation
1Lotus,22,"""10-12""",WOL,Attackers,Spike Detonation
1Lotus,23,"""11-12""",AG,Defenders,Defuse
1Lotus,24,"""11-13""",WOL,Attackers,Elimination
