,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 10 ZesBeeW invy Round 12 n1zzy kellyS Round 15 Wild0reoo ZesBeeW Round 16 ZesBeeW Wild0reoo,1 Round 1 Wild0reoo ZesBeeW kellyS,,,1 Round 10 invy,,,,,83,2,0
MaKo DRX,,5 Round 3 Wild0reoo ZesBeeW Round 4 Wild0reoo invy Round 5 invy kellyS Round 6 kellyS invy Round 11 ZesBeeW Wild0reoo,,,,,,,,,67,0,0
Estrella DRX,,2 Round 15 invy kellyS Round 16 invy kellyS,,,,1 Round 16 kellyS,,,,,51,0,0
HYUNMIN DRX,,2 Round 10 Wild0reoo n1zzy Round 12 Wild0reoo invy,1 Round 3 invy kellyS n1zzy,,,,,1 Round 3 invy n1zzy kellyS,,,57,0,1
Flashback DRX,,2 Round 6 n1zzy ZesBeeW Round 11 n1zzy kellyS,,1 Round 2 Wild0reoo n1zzy kellyS ZesBeeW,,,,,,,66,0,2
ZesBeeW TS,,,1 Round 7 HYUNMIN MaKo Flashback,,,1 Round 7 Flashback,,,,,32,0,0
kellyS TS,,1 Round 13 Estrella free1ng,,,,,,,,,31,2,0
invy TS,,3 Round 1 free1ng Estrella Round 10 Estrella HYUNMIN Round 16 Flashback HYUNMIN,1 Round 14 HYUNMIN MaKo Flashback,,,,,,,,58,3,1
Wild0reoo TS,,3 Round 3 free1ng Estrella Round 13 HYUNMIN MaKo Round 14 Estrella free1ng,,,,,,,,,39,0,0
n1zzy TS,,,,,,,,,,,21,0,0
