,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,4 Round 5 Cryocells Asuna Round 6 Asuna Cryocells Round 11 eeiu Boostio Round 19 Cryocells Boostio,,,,,,,,,66,0,0
Sacy SEN,,3 Round 1 Cryocells Asuna Round 2 Cryocells bang Sacy Round 3 eeiu Cryocells,,,,,,,,,44,3,0
Zellsis SEN,,1 Round 2 eeiu Boostio Zellsis,1 Round 14 Asuna eeiu Boostio,,,,,,,,35,2,1
johnqt SEN,,1 Round 4 Boostio bang,1 Round 7 bang Boostio Asuna,1 Round 13 Asuna Cryocells Boostio bang,,,,,,,53,0,2
zekken SEN,,2 Round 4 Asuna Cryocells Round 16 Boostio bang,1 Round 17 bang eeiu Cryocells,,,,,,,,40,0,0
Asuna 100T,,4 Round 9 Sacy zekken Round 14 johnqt Sacy Round 15 johnqt Zellsis Round 19 Sacy TenZ,2 Round 1 TenZ Zellsis zekken Round 12 zekken Zellsis johnqt,1 Round 10 TenZ Zellsis johnqt Sacy,,,,,,,72,6,0
Boostio 100T,,3 Round 5 zekken johnqt Round 11 Zellsis Sacy Round 17 TenZ zekken,1 Round 18 TenZ johnqt Sacy,,,,1 Round 2 Zellsis Sacy,,,,56,0,1
eeiu 100T,,2 Round 6 zekken Zellsis Round 20 Sacy Zellsis,,,,1 Round 1 johnqt,,,,,67,2,0
bang 100T,,2 Round 2 TenZ johnqt Round 6 TenZ Sacy,,,,,,,,,52,4,0
Cryocells 100T,,5 Round 8 TenZ johnqt Round 11 zekken johnqt Round 15 TenZ Sacy Round 19 zekken Zellsis Round 20 zekken johnqt,,,,,,,,,57,0,0
