,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,2 Round 4 Boostio eeiu Round 17 Cryocells bang,2 Round 3 Cryocells Asuna Boostio Round 6 Boostio Cryocells bang,,,,,,,,52,1,0
Sacy SEN,,1 Round 17 Asuna eeiu,1 Round 9 Boostio Cryocells eeiu,,,1 Round 17 eeiu,,,,,61,4,0
Zellsis SEN,,2 Round 10 Asuna Cryocells Round 11 bang eeiu,,,,1 Round 22 eeiu,,,,,50,0,0
johnqt SEN,,1 Round 15 Boostio eeiu,,,,,,,,,39,4,0
zekken SEN,,1 Round 22 bang Cryocells,7 Round 4 Cryocells Asuna bang Round 8 Asuna Cryocells eeiu Round 11 Asuna Boostio Cryocells Round 12 Cryocells eeiu bang Round 16 Cryocells eeiu Boostio Round 19 bang eeiu Cryocells Round 21 Boostio eeiu bang,,,,,,,,83,0,0
Asuna 100T,,2 Round 14 Sacy johnqt Round 16 zekken johnqt,1 Round 6 TenZ zekken Zellsis,,,,,,,,41,3,1
Boostio 100T,,1 Round 3 johnqt Sacy,,,,,,,,,25,1,0
eeiu 100T,,3 Round 16 Zellsis TenZ Round 17 Zellsis TenZ Round 22 zekken johnqt,,,,,,,,,35,1,0
bang 100T,,4 Round 1 TenZ johnqt Round 3 Zellsis TenZ Round 14 zekken TenZ Round 23 TenZ Sacy,4 Round 2 TenZ zekken Sacy Round 5 TenZ johnqt Zellsis Round 9 TenZ Zellsis Sacy Round 13 TenZ Zellsis Sacy,1 Round 8 TenZ Sacy Zellsis zekken,,3 Round 8 zekken Round 9 Sacy Round 23 Sacy,,,,,84,2,1
Cryocells 100T,,4 Round 5 Sacy zekken Round 6 johnqt Sacy Round 13 johnqt zekken Round 19 TenZ Sacy,,,1 Round 15 zekken TenZ Zellsis Sacy johnqt,,1 Round 15 Sacy johnqt,,,,60,0,1
