(BANK) BME T1 (BANK),1 0.2k 0.2k,2 3.9k $$ 8.9k,3 15.1k $$ $$$ 0.4k,4 1.6k $$$ $$$ 5.9k,5 6.0k $$$ $ 11.7k,6 17.0k $$$ $$$ 2.8k,7 8.4k $$$ $$$ 6.7k,8 1.0k $$$ $$$ 12.7k,9 6.2k $$$ $$ 4.3k,10 6.1k $$$ $$ 5.5k,11 1.3k $$ $$$ 11.9k,12 1.3k $$ $$$ 6.9k
(BANK) BME T1 (BANK),13 0.2k 0.1k,14 3.3k $$ 9.4k,15 17.2k $$ $$$ 0.7k,16 5.7k $$$ $$$ 7.2k,17 19.2k $$$ $$ 3.1k,18 21.4k $$$ $ 9.0k,19 9.1k $$$ $$$ 11.5k,20 2.1k $$$ $$$ 17.1k,21 6.7k $$ $$$ 25.3k,22 2.2k $$$ $$$ 19.9k,23 0.6k $$ $$$ 24.3k,
