,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,3 Round 5 C0M tex Round 14 aspas Mazino Round 15 kiNgg aspas,,,,,1 Round 15 kiNgg aspas,,,,41,0,1
ZmjjKK EDG,,3 Round 1 tex Mazino Round 11 C0M aspas Round 13 C0M kiNgg,1 Round 16 C0M tex aspas,,,,,1 Round 16 C0M tex aspas,,,42,0,1
Smoggy EDG,,6 Round 8 C0M tex Round 10 tex kiNgg Round 11 Mazino tex Round 13 aspas Mazino Round 14 C0M kiNgg Round 17 tex Mazino,1 Round 12 Mazino C0M tex,,,,,,,,71,2,0
S1Mon EDG,,1 Round 17 kiNgg C0M,,,,,,,,,59,8,1
CHICHOO EDG,,5 Round 1 aspas kiNgg Round 2 tex kiNgg Round 5 kiNgg Mazino Round 6 aspas Mazino Round 9 Mazino C0M,,,,,,,,,48,0,0
C0M LEV,,,1 Round 15 S1Mon ZmjjKK Smoggy,,,,,,,,36,1,0
tex LEV,,4 Round 9 Smoggy nobody Round 10 ZmjjKK S1Mon Round 12 Smoggy S1Mon Round 13 CHICHOO Smoggy,,1 Round 7 Smoggy S1Mon nobody Smoggy,,,,,,,70,0,0
Mazino LEV,,1 Round 12 ZmjjKK nobody,,,,,,,,,63,1,1
aspas LEV,,2 Round 3 nobody Smoggy Round 9 ZmjjKK CHICHOO,1 Round 16 Smoggy Smoggy nobody,,,,,,,,77,1,1
kiNgg LEV,,1 Round 11 S1Mon ZmjjKK,,,,,,,,,37,0,0
