Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Knight,BLG,Map_1_1Lotus,All,Tejo,1.37,247,21,14,4,+7,78%,157,16%,4,1,+3
Levius,BLG,Map_1_1Lotus,All,Viper,1.27,200,17,13,6,+4,70%,123,23%,2,1,+1
nephh,BLG,Map_1_1Lotus,All,Breach,1.04,159,14,16,8,-2,57%,113,25%,1,1,0
rushia,BLG,Map_1_1Lotus,All,Omen,0.57,109,7,19,16,-12,57%,67,15%,2,3,-1
whzy,BLG,Map_1_1Lotus,All,Yoru,0.50,138,10,18,4,-8,43%,90,19%,2,6,-4
Yuicaw,WOL,Map_1_1Lotus,All,Breach,1.31,216,18,13,12,+5,83%,148,39%,1,3,-2
Lysoar,WOL,Map_1_1Lotus,All,Omen,1.15,252,22,16,6,+6,83%,166,47%,6,3,+3
Spring,WOL,Map_1_1Lotus,All,Viper,1.06,176,14,13,8,+1,83%,119,26%,0,0,0
SiuFatBB,WOL,Map_1_1Lotus,All,Tejo,0.98,144,12,11,8,+1,70%,96,36%,1,2,-1
Juicy,WOL,Map_1_1Lotus,All,Yoru,0.91,187,14,16,6,-2,61%,136,38%,4,3,+1
Knight,BLG,Map_1_1Lotus,Attack,Tejo,1.04,209,9,10,2,-1,67%,116,10%,1,1,0
Levius,BLG,Map_1_1Lotus,Attack,Viper,0.96,134,6,9,2,-3,58%,84,29%,0,0,0
nephh,BLG,Map_1_1Lotus,Attack,Breach,1.03,159,6,10,4,-4,42%,129,29%,1,1,0
rushia,BLG,Map_1_1Lotus,Attack,Omen,0.26,63,2,11,3,-9,33%,36,7%,1,2,-1
whzy,BLG,Map_1_1Lotus,Attack,Yoru,0.03,75,2,12,0,-10,17%,53,9%,0,5,-5
Yuicaw,WOL,Map_1_1Lotus,Attack,Breach,1.21,208,8,8,6,0,64%,135,32%,0,2,-2
Lysoar,WOL,Map_1_1Lotus,Attack,Omen,0.51,131,5,10,3,-5,64%,80,36%,1,2,-1
Spring,WOL,Map_1_1Lotus,Attack,Viper,0.97,181,7,8,1,-1,73%,112,19%,0,0,0
SiuFatBB,WOL,Map_1_1Lotus,Attack,Tejo,0.40,53,2,8,0,-6,55%,34,60%,0,1,-1
Juicy,WOL,Map_1_1Lotus,Attack,Yoru,0.63,187,6,10,2,-4,45%,132,32%,2,3,-1
Knight,BLG,Map_1_1Lotus,Defend,Tejo,1.73,288,12,4,2,+8,91%,202,21%,3,0,+3
Levius,BLG,Map_1_1Lotus,Defend,Viper,1.62,272,11,4,4,+7,82%,166,19%,2,1,+1
nephh,BLG,Map_1_1Lotus,Defend,Breach,1.06,159,8,6,4,+2,73%,96,21%,0,0,0
rushia,BLG,Map_1_1Lotus,Defend,Omen,0.92,159,5,8,13,-3,82%,101,20%,1,1,0
whzy,BLG,Map_1_1Lotus,Defend,Yoru,1.10,207,8,6,4,+2,73%,130,30%,2,1,+1
Yuicaw,WOL,Map_1_1Lotus,Defend,Breach,1.39,223,10,5,6,+5,100%,160,45%,1,1,0
Lysoar,WOL,Map_1_1Lotus,Defend,Omen,1.74,363,17,6,3,+11,100%,245,52%,5,1,+4
Spring,WOL,Map_1_1Lotus,Defend,Viper,1.14,171,7,5,7,+2,92%,125,32%,0,0,0
SiuFatBB,WOL,Map_1_1Lotus,Defend,Tejo,1.51,227,10,3,8,+7,83%,153,30%,1,1,0
Juicy,WOL,Map_1_1Lotus,Defend,Yoru,1.17,187,8,6,4,+2,75%,140,43%,2,0,+2
