,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MOLSI APK,,2 Round 9 Chronicle Boaster Round 19 Chronicle crashies,,1 Round 26 Chronicle Boaster Alfajer crashies MOLSI,,,1 Round 26 Alfajer crashies,,,,49,0,0
AvovA APK,,4 Round 3 Boaster kaajak Round 14 Boaster Alfajer Round 19 kaajak Alfajer Round 28 kaajak Boaster,,,,,,,,,36,1,1
Governor APK,,3 Round 8 kaajak Alfajer Round 16 crashies kaajak Round 17 Boaster crashies,,,,1 Round 16 kaajak,,,,,33,5,0
florescent APK,,8 Round 4 Chronicle Alfajer Round 6 kaajak Chronicle Round 10 Alfajer Boaster Round 11 crashies Alfajer Round 15 Alfajer kaajak Round 18 Alfajer crashies Round 21 kaajak Alfajer Round 28 Alfajer Chronicle,,1 Round 13 Alfajer Boaster Chronicle crashies,,,,,,,57,3,2
batujnax APK,,7 Round 6 Alfajer crashies Round 7 Boaster crashies Round 16 Alfajer Chronicle Round 18 kaajak Chronicle Round 20 Chronicle kaajak Round 23 Chronicle Alfajer Round 30 Alfajer kaajak,,,,,,,,,45,4,0
crashies FNC,,2 Round 7 MOLSI florescent Round 8 Governor florescent,,,,,1 Round 8 Governor florescent,,,,26,5,1
Boaster FNC,,2 Round 3 florescent MOLSI Round 10 MOLSI batujnax,,,,,,1 Round 19 MOLSI batujnax AvovA,,,28,6,1
Chronicle FNC,,6 Round 9 batujnax Governor Round 12 MOLSI batujnax Round 14 MOLSI AvovA Round 16 florescent AvovA Round 18 AvovA Governor Round 24 AvovA batujnax,1 Round 5 Governor batujnax florescent,,,,,,,,54,1,1
kaajak FNC,,7 Round 1 batujnax florescent Round 7 Governor AvovA Round 10 AvovA florescent Round 16 MOLSI batujnax Round 20 Governor AvovA Round 23 AvovA batujnax Round 27 batujnax MOLSI,1 Round 30 Governor AvovA florescent,,,,1 Round 10 AvovA florescent,,,,55,1,0
Alfajer FNC,,7 Round 1 AvovA MOLSI Round 2 Governor AvovA Round 4 batujnax MOLSI Round 8 AvovA batujnax Round 12 florescent Governor Round 24 Governor MOLSI Round 27 florescent AvovA,,1 Round 29 MOLSI batujnax florescent crashies,,,,,,,51,1,0
