,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,2 Round 6 SUYGETSU Avez Round 20 Elite SUYGETSU,,,,,,,,,36,2,1
Shao NAVI,,2 Round 6 saadhak marteen Round 22 SUYGETSU Elite,2 Round 5 saadhak marteen Elite Round 7 marteen SUYGETSU Elite Shao,1 Round 17 marteen saadhak SUYGETSU Avez,,1 Round 7 Elite,,,,,73,1,0
koalanoob NAVI,,2 Round 1 Avez SUYGETSU Round 19 Avez saadhak,1 Round 12 marteen Avez saadhak,,,,,,,,40,1,0
Ruxic NAVI,,8 Round 1 Elite marteen Round 8 saadhak Avez Round 11 Elite Avez Round 15 marteen Elite Round 16 saadhak Elite Round 19 marteen Elite Round 20 marteen Avez Round 21 SUYGETSU Avez,1 Round 24 marteen saadhak Elite,,,,,,,,66,3,0
hiro NAVI,,,1 Round 11 saadhak marteen SUYGETSU,1 Round 9 Elite Avez SUYGETSU saadhak,,,,1 Round 9 SUYGETSU saadhak Avez,,,47,2,0
saadhak KC,,2 Round 15 koalanoob Ruxic Round 23 koalanoob Ruxic,,,,1 Round 15 Ruxic,,,,,45,6,0
SUYGETSU KC,,1 Round 13 hiro koalanoob,,1 Round 14 koalanoob Shao Ruxic hiro,,,,,,,47,1,0
Avez KC,,3 Round 16 Ruxic Shao Round 18 hiro Ruxic Round 24 hiro Shao,1 Round 8 hiro koalanoob Shao,,,,,,,,63,1,0
marteen KC,,3 Round 9 Shao koalanoob Round 10 Ruxic ANGE1 Round 17 Ruxic hiro,2 Round 13 ANGE1 Ruxic Shao Round 22 Ruxic hiro Shao marteen,,,,1 Round 22 hiro Shao,,,,45,0,0
Elite KC,,3 Round 7 ANGE1 Ruxic Round 16 koalanoob ANGE1 Round 21 Shao ANGE1,2 Round 3 Shao koalanoob ANGE1 Round 17 ANGE1 koalanoob Shao,,,1 Round 8 ANGE1,1 Round 17 Shao koalanoob,,,,55,1,0
