,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,2 Round 9 marteen Elite Round 16 saadhak marteen,2 Round 17 SUYGETSU saadhak Elite Round 21 SUYGETSU marteen Avez,,,,,,,,47,2,1
Shao NAVI,,4 Round 13 Elite SUYGETSU Round 19 saadhak marteen Round 20 saadhak Avez Round 24 Avez Elite,,,,,,,,,53,8,0
koalanoob NAVI,,7 Round 2 Avez saadhak Round 5 Avez Elite Round 9 Avez SUYGETSU Round 18 Avez saadhak Round 19 Avez SUYGETSU Round 20 SUYGETSU marteen Round 22 Avez Elite,,,,1 Round 5 Elite,,,,,36,0,1
Ruxic NAVI,,5 Round 1 marteen Elite Round 2 marteen Elite Round 11 Elite Avez Round 16 SUYGETSU Avez Round 26 saadhak Avez,,,,,,,,,46,1,0
hiro NAVI,,6 Round 10 saadhak SUYGETSU Round 13 Avez marteen Round 14 Elite Avez hiro Round 23 marteen saadhak Round 24 marteen saadhak Round 25 marteen SUYGETSU,1 Round 11 SUYGETSU marteen saadhak,,,,,1 Round 11 saadhak SUYGETSU marteen,,,59,0,1
saadhak KC,,1 Round 15 Shao hiro,,1 Round 25 Ruxic ANGE1 Shao hiro,,1 Round 25 hiro,,,,,63,7,0
SUYGETSU KC,,2 Round 3 koalanoob ANGE1 Round 7 koalanoob Shao,,1 Round 2 hiro ANGE1 koalanoob Ruxic,,1 Round 2 Ruxic,,,,,55,1,0
Avez KC,,1 Round 26 Shao koalanoob,2 Round 6 koalanoob ANGE1 Shao Round 7 hiro Ruxic ANGE1,,,,,,,,39,3,1
marteen KC,,4 Round 11 Shao Ruxic Round 13 Ruxic koalanoob Round 15 koalanoob Ruxic Round 18 koalanoob Shao,3 Round 1 ANGE1 hiro koalanoob Round 12 ANGE1 koalanoob Shao Round 17 hiro koalanoob ANGE1,,,1 Round 17 ANGE1,1 Round 22 Shao koalanoob,,,,52,0,2
Elite KC,,5 Round 3 Ruxic hiro Round 5 hiro Shao Round 22 hiro ANGE1 Round 23 Ruxic hiro Round 26 Ruxic hiro,,,,1 Round 26 hiro,,,,,46,1,0
