,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,2 Round 13 mada s0m Round 16 Ethan FiNESSE,1 Round 15 Ethan FiNESSE brawk,1 Round 23 mada brawk Ethan FiNESSE,,,,,,,69,0,0
Boostio 100T,,2 Round 1 mada brawk Round 10 Ethan brawk,,,,,,,,,37,1,0
eeiu 100T,,4 Round 3 Ethan FiNESSE Round 13 Ethan brawk Round 16 s0m brawk Round 20 brawk s0m,,,,1 Round 16 brawk,2 Round 3 Ethan FiNESSE Round 20 brawk s0m,,,,42,2,1
Cryocells 100T,,4 Round 4 FiNESSE Ethan Round 12 mada Ethan Round 21 mada Ethan Round 24 FiNESSE brawk,,,,,,,,,45,1,0
zander 100T,,2 Round 3 mada s0m Round 10 FiNESSE s0m,1 Round 14 Ethan brawk mada,2 Round 17 mada brawk s0m Ethan Round 22 mada FiNESSE s0m brawk,,,,,,,80,1,2
FiNESSE NRG,,2 Round 9 Asuna Boostio Round 17 Cryocells Asuna,,,,,,,,,37,0,0
brawk NRG,,5 Round 7 Cryocells Boostio Round 9 eeiu zander Round 16 zander Asuna Round 18 eeiu zander Round 20 Cryocells Boostio,1 Round 8 Cryocells eeiu Asuna,,,,,,,,52,3,0
s0m NRG,,3 Round 12 Asuna eeiu Round 21 Boostio Cryocells Round 23 Cryocells eeiu,1 Round 2 eeiu Asuna Boostio,1 Round 4 Asuna zander Boostio Cryocells,,,,,,,56,1,1
mada NRG,,5 Round 1 Cryocells Asuna Round 2 Cryocells zander Round 5 Asuna zander Round 11 Cryocells zander Round 24 Boostio Asuna,1 Round 19 zander Asuna Cryocells mada,,,1 Round 8 zander,,,,,65,0,0
Ethan NRG,,3 Round 1 zander Boostio Round 3 Cryocells zander Round 7 Asuna eeiu,1 Round 11 Asuna eeiu Boostio,,,,,,,,44,2,0
