Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Icebox,1,"""0-1""",PRX,Attackers,Elimination
1Icebox,2,"""0-2""",PRX,Attackers,Elimination
1Icebox,3,"""0-3""",PRX,Attackers,Elimination
1Icebox,4,"""1-3""",EDG,Defenders,Defuse
1Icebox,5,"""1-4""",PRX,Attackers,Elimination
1Icebox,6,"""1-5""",PRX,Attackers,Spike Detonation
1Icebox,7,"""1-6""",PRX,Attackers,Elimination
1Icebox,8,"""2-6""",EDG,Defenders,Time Expired
1Icebox,9,"""2-7""",PRX,Attackers,Elimination
1Icebox,10,"""2-8""",PRX,Attackers,Elimination
1Icebox,11,"""3-8""",EDG,Defenders,Defuse
1Icebox,12,"""3-9""",PRX,Attackers,Elimination
1Icebox,13,"""3-10""",EDG,Defenders,Defuse
1Icebox,14,"""3-11""",EDG,Defenders,Elimination
1Icebox,15,"""3-12""",EDG,Defenders,Elimination
1Icebox,16,"""3-13""",EDG,Defenders,Elimination
1Icebox,17,"""""",,,
1Icebox,18,"""""",,,
1Icebox,19,"""""",,,
1Icebox,20,"""""",,,
1Icebox,21,"""""",,,
1Icebox,22,"""""",,,
1Icebox,23,"""""",,,
1Icebox,24,"""""",,,
