,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,3 Round 2 westside Cloud Round 4 Cloud westside Round 20 Flickless Cloud,,,,,,,,,35,1,0
qRaxs FUT,,1 Round 20 westside ara,1 Round 14 ara westside Flickless,,,,,,,,48,3,1
MrFaliN FUT,,1 Round 22 grubinho Flickless,1 Round 4 Flickless ara grubinho,,,,,,,,34,0,0
yetujey FUT,,4 Round 8 Flickless westside Round 14 Cloud grubinho Round 15 Flickless grubinho Round 18 grubinho Cloud,1 Round 21 westside Cloud Flickless,1 Round 23 Cloud ara Flickless grubinho,,,,1 Round 23 grubinho Flickless ara,,,61,2,2
xeus FUT,,1 Round 7 ara Cloud,1 Round 17 Flickless grubinho Cloud,2 Round 3 ara grubinho Cloud westside Round 5 Cloud Flickless ara westside,,,,,,,54,0,1
Cloud GX,,5 Round 2 qRaxs xeus Round 9 MrFaliN cNed Round 12 qRaxs cNed Round 23 qRaxs cNed Round 24 yetujey qRaxs,,,,,,,,,74,2,1
grubinho GX,,2 Round 3 MrFaliN yetujey Round 16 MrFaliN yetujey,1 Round 24 cNed MrFaliN xeus,,1 Round 11 qRaxs yetujey xeus MrFaliN cNed,,1 Round 8 yetujey MrFaliN,,,,90,1,0
Flickless GX,,,1 Round 19 xeus yetujey MrFaliN,,,,,,,,37,6,0
ara GX,,1 Round 12 yetujey xeus,1 Round 13 yetujey xeus cNed,,,,,,,,27,0,0
westside GX,,6 Round 1 qRaxs cNed Round 5 qRaxs MrFaliN Round 8 qRaxs cNed Round 10 yetujey cNed Round 19 qRaxs cNed Round 22 MrFaliN yetujey,1 Round 6 yetujey cNed MrFaliN,,,,1 Round 22 yetujey MrFaliN,,,,68,0,1
