,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,5 Round 3 Flickless grubinho Round 4 ara westside Round 7 westside grubinho Round 12 westside grubinho Round 16 Flickless ara,2 Round 14 ara westside Flickless Round 19 Cloud Flickless westside,,,,,,,,65,0,1
qRaxs FUT,,5 Round 4 grubinho Flickless Round 9 ara Cloud Round 11 ara Cloud Round 12 ara Cloud Round 17 grubinho Cloud,,2 Round 8 ara grubinho westside Cloud Round 15 westside Flickless ara Cloud,,1 Round 12 Cloud,,,,,89,2,3
MrFaliN FUT,,2 Round 9 westside Flickless Round 18 westside Flickless,2 Round 13 Cloud Flickless grubinho Round 17 westside Flickless ara,,,1 Round 13 grubinho,,,,,98,2,1
yetujey FUT,,,1 Round 10 grubinho ara Cloud,,,,,,,,43,0,0
xeus FUT,,2 Round 5 Flickless ara Round 7 Flickless ara,,,,,,,,,40,1,0
Cloud GX,,1 Round 12 xeus cNed,2 Round 2 xeus qRaxs yetujey Round 4 yetujey xeus qRaxs,,,,,,,,46,0,0
grubinho GX,,5 Round 3 yetujey xeus Round 5 xeus qRaxs Round 17 xeus cNed Round 18 yetujey MrFaliN Round 19 xeus qRaxs,1 Round 6 yetujey qRaxs MrFaliN,,,1 Round 18 MrFaliN,,,,,61,3,0
Flickless GX,,1 Round 1 cNed yetujey,1 Round 10 MrFaliN yetujey xeus,,,,,,,,39,6,0
ara GX,,1 Round 13 yetujey cNed,,,,,,,,,24,1,0
westside GX,,2 Round 3 MrFaliN cNed Round 18 xeus qRaxs,1 Round 5 cNed MrFaliN yetujey,,,,,,,,41,0,0
