Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Haven,1,"""1-0""",GX,Attackers,Elimination
1Haven,2,"""2-0""",GX,Attackers,Spike Detonation
1Haven,3,"""2-1""",NRG,Defenders,Defuse
1Haven,4,"""3-1""",GX,Attackers,Spike Detonation
1Haven,5,"""4-1""",GX,Attackers,Elimination
1Haven,6,"""5-1""",GX,Attackers,Elimination
1Haven,7,"""6-1""",GX,Attackers,Elimination
1Haven,8,"""7-1""",GX,Attackers,Elimination
1Haven,9,"""8-1""",GX,Attackers,Elimination
1Haven,10,"""9-1""",GX,Attackers,Elimination
1Haven,11,"""10-1""",GX,Attackers,Spike Detonation
1Haven,12,"""11-1""",GX,Attackers,Elimination
1Haven,13,"""12-1""",NRG,Defenders,Defuse
1Haven,14,"""13-1""",NRG,Defenders,Elimination
1Haven,15,"""""",,,
1Haven,16,"""""",,,
1Haven,17,"""""",,,
1Haven,18,"""""",,,
1Haven,19,"""""",,,
1Haven,20,"""""",,,
1Haven,21,"""""",,,
1Haven,22,"""""",,,
1Haven,23,"""""",,,
1Haven,24,"""""",,,
