,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,3 Round 12 soulcas Filu Round 14 grubinho soulcas Round 26 Filu sheydos,,,,,,,,,33,3,1
AtaKaptan FUT,,3 Round 1 flyuh sheydos Round 8 sheydos soulcas Round 22 grubinho Filu,,,,,,,,,44,0,0
MrFaliN FUT,,4 Round 5 Filu sheydos Round 23 soulcas Filu Round 24 flyuh soulcas Round 25 sheydos soulcas,,1 Round 13 Filu flyuh grubinho sheydos,,,,,,,58,3,2
yetujey FUT,,5 Round 7 grubinho flyuh Round 9 soulcas grubinho Round 14 flyuh sheydos Round 21 sheydos soulcas Round 25 grubinho Filu,2 Round 2 flyuh soulcas grubinho Round 20 Filu soulcas sheydos,,,,,,,,56,0,0
xeus FUT,,8 Round 1 Filu soulcas Round 3 grubinho sheydos Round 8 Filu grubinho Round 16 soulcas grubinho Round 18 sheydos Filu Round 21 Filu grubinho Round 22 soulcas sheydos Round 26 grubinho flyuh,1 Round 19 Filu sheydos flyuh,2 Round 15 Filu grubinho flyuh soulcas Round 17 grubinho Filu flyuh soulcas,,,,,,,66,0,1
soulcas MKOI,,1 Round 18 xeus qRaxs,1 Round 3 xeus AtaKaptan qRaxs,,,,,,,,42,1,0
sheydos MKOI,,3 Round 15 AtaKaptan xeus Round 24 xeus MrFaliN Round 26 AtaKaptan MrFaliN,2 Round 4 qRaxs MrFaliN yetujey Round 17 MrFaliN yetujey xeus,,,1 Round 12 qRaxs,1 Round 17 qRaxs xeus,,,,58,4,1
flyuh MKOI,,3 Round 3 MrFaliN yetujey Round 6 qRaxs AtaKaptan Round 11 yetujey MrFaliN,,,,,,,,,37,0,1
Filu MKOI,,3 Round 6 yetujey xeus Round 9 AtaKaptan yetujey Round 11 AtaKaptan qRaxs,2 Round 5 xeus qRaxs AtaKaptan Round 7 qRaxs yetujey MrFaliN,,,1 Round 9 yetujey,,,,,37,0,1
grubinho MKOI,,5 Round 4 xeus AtaKaptan Round 5 MrFaliN yetujey Round 9 xeus qRaxs Round 18 yetujey AtaKaptan Round 25 AtaKaptan xeus,,,,1 Round 18 AtaKaptan,,,,,40,2,0
