Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Haven,1,"""0-1""",SEN,Attackers,Elimination
1Haven,2,"""0-2""",SEN,Attackers,Elimination
1Haven,3,"""0-3""",SEN,Attackers,Elimination
1Haven,4,"""1-3""",EG,Defenders,Defuse
1Haven,5,"""1-4""",SEN,Attackers,Spike Detonation
1Haven,6,"""1-5""",SEN,Attackers,Elimination
1Haven,7,"""1-6""",SEN,Attackers,Spike Detonation
1Haven,8,"""1-7""",SEN,Attackers,Elimination
1Haven,9,"""2-7""",EG,Defenders,Defuse
1Haven,10,"""2-8""",SEN,Attackers,Elimination
1Haven,11,"""2-9""",SEN,Attackers,Elimination
1Haven,12,"""2-10""",SEN,Attackers,Elimination
1Haven,13,"""3-10""",SEN,Attackers,Elimination
1Haven,14,"""4-10""",SEN,Attackers,Elimination
1Haven,15,"""4-11""",EG,Defenders,Defuse
1Haven,16,"""4-12""",EG,Defenders,Defuse
1Haven,17,"""4-13""",EG,Defenders,Defuse
1Haven,18,"""""",,,
1Haven,19,"""""",,,
1Haven,20,"""""",,,
1Haven,21,"""""",,,
1Haven,22,"""""",,,
1Haven,23,"""""",,,
1Haven,24,"""""",,,
