Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Icebox,1,"""0-1""",100T,Attackers,Elimination
1Icebox,2,"""0-2""",100T,Attackers,Elimination
1Icebox,3,"""1-2""",KRÜ,Defenders,Time Expired
1Icebox,4,"""1-3""",100T,Attackers,Elimination
1Icebox,5,"""1-4""",100T,Attackers,Spike Detonation
1Icebox,6,"""2-4""",KRÜ,Defenders,Defuse
1Icebox,7,"""3-4""",KRÜ,Defenders,Defuse
1Icebox,8,"""4-4""",KRÜ,Defenders,Defuse
1Icebox,9,"""4-5""",100T,Attackers,Elimination
1Icebox,10,"""5-5""",KRÜ,Defenders,Defuse
1Icebox,11,"""6-5""",KRÜ,Defenders,Elimination
1Icebox,12,"""6-6""",100T,Attackers,Elimination
1Icebox,13,"""7-6""",100T,Attackers,Elimination
1Icebox,14,"""8-6""",100T,Attackers,Elimination
1Icebox,15,"""8-7""",KRÜ,Defenders,Elimination
1Icebox,16,"""8-8""",KRÜ,Defenders,Elimination
1Icebox,17,"""8-9""",KRÜ,Defenders,Elimination
1Icebox,18,"""8-10""",KRÜ,Defenders,Elimination
1Icebox,19,"""8-11""",KRÜ,Defenders,Elimination
1Icebox,20,"""8-12""",KRÜ,Defenders,Elimination
1Icebox,21,"""9-12""",100T,Attackers,Elimination
1Icebox,22,"""9-13""",KRÜ,Defenders,Elimination
1Icebox,23,"""""",,,
1Icebox,24,"""""",,,
