Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Lotus,1,"""1-0""",KRÜ,Defenders,Elimination
2Lotus,2,"""2-0""",KRÜ,Defenders,Defuse
2Lotus,3,"""2-1""",100T,Attackers,Elimination
2Lotus,4,"""3-1""",KRÜ,Defenders,Defuse
2Lotus,5,"""3-2""",100T,Attackers,Elimination
2Lotus,6,"""3-3""",100T,Attackers,Elimination
2Lotus,7,"""4-3""",KRÜ,Defenders,Defuse
2Lotus,8,"""4-4""",100T,Attackers,Spike Detonation
2Lotus,9,"""5-4""",KRÜ,Defenders,Elimination
2Lotus,10,"""5-5""",100T,Attackers,Spike Detonation
2Lotus,11,"""6-5""",KRÜ,Defenders,Elimination
2Lotus,12,"""6-6""",100T,Attackers,Elimination
2Lotus,13,"""7-6""",100T,Attackers,Elimination
2Lotus,14,"""8-6""",100T,Attackers,Elimination
2Lotus,15,"""8-7""",KRÜ,Defenders,Elimination
2Lotus,16,"""8-8""",KRÜ,Defenders,Elimination
2Lotus,17,"""8-9""",KRÜ,Defenders,Elimination
2Lotus,18,"""9-9""",100T,Attackers,Elimination
2Lotus,19,"""10-9""",100T,Attackers,Spike Detonation
2Lotus,20,"""11-9""",100T,Attackers,Elimination
2Lotus,21,"""11-10""",KRÜ,Defenders,Defuse
2Lotus,22,"""12-10""",100T,Attackers,Elimination
2Lotus,23,"""12-11""",KRÜ,Defenders,Elimination
2Lotus,24,"""13-11""",100T,Attackers,Elimination
