,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 2 Wo0t benjyfishy Round 11 benjyfishy Wo0t,1 Round 3 Wo0t Boo MiniBoo,,,,,,,,50,0,1
Boaster FNC,,1 Round 22 MiniBoo RieNs,3 Round 1 RieNs Wo0t benjyfishy Round 4 Boo MiniBoo Wo0t Round 16 Boo benjyfishy RieNs,,,,,,,,64,2,1
Chronicle FNC,,3 Round 8 RieNs MiniBoo Round 9 Boo benjyfishy Round 17 Boo Wo0t,,,,,,,,,61,2,2
kaajak FNC,,3 Round 2 MiniBoo Boo Round 9 MiniBoo Wo0t Round 14 benjyfishy RieNs,1 Round 7 MiniBoo benjyfishy Boo,,,,,,,,68,1,1
Alfajer FNC,,3 Round 6 benjyfishy Boo Round 8 Wo0t Boo Round 21 RieNs Wo0t,1 Round 12 RieNs Wo0t Boo,,,1 Round 3 benjyfishy,,,,,54,0,1
Boo TH,,1 Round 12 kaajak Chronicle,,,,,,,,,39,3,0
RieNs TH,,,,,,,,,,,32,0,0
MiniBoo TH,,2 Round 12 Alfajer Boaster Round 15 Alfajer Boaster,3 Round 10 Boaster crashies Chronicle Round 19 kaajak Alfajer crashies Round 20 kaajak crashies Alfajer,1 Round 18 crashies kaajak Alfajer Chronicle,,,1 Round 20 crashies Alfajer,,,,58,0,0
Wo0t TH,,3 Round 6 Chronicle crashies Round 13 kaajak Alfajer Round 14 Boaster kaajak,,,,,,,,,43,3,1
benjyfishy TH,,5 Round 3 crashies Chronicle Round 5 Alfajer Boaster Round 7 crashies Chronicle Round 12 crashies Alfajer Round 17 kaajak Boaster,,,,2 Round 12 Alfajer Round 17 Chronicle,,,,,67,2,1
