,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,3 Round 7 Wo0t Boo Round 12 MiniBoo Boo Round 15 Wo0t MiniBoo,,,,,,,,,43,1,1
Boaster FNC,,,2 Round 10 MiniBoo RieNs benjyfishy Round 11 RieNs benjyfishy Wo0t,,,,,,,,49,4,0
Chronicle FNC,,,1 Round 26 benjyfishy MiniBoo RieNs,,,1 Round 26 RieNs,,,,,38,2,0
kaajak FNC,,8 Round 3 RieNs Wo0t Round 6 MiniBoo RieNs Round 9 Wo0t Boo Round 11 MiniBoo Boo Round 15 Boo benjyfishy Round 20 benjyfishy Wo0t Round 21 MiniBoo RieNs Round 23 Wo0t MiniBoo,2 Round 5 Wo0t Boo benjyfishy Round 16 Wo0t RieNs benjyfishy,,,,,,,,72,0,0
Alfajer FNC,,5 Round 7 benjyfishy RieNs Round 9 MiniBoo benjyfishy Round 20 MiniBoo Boo Round 22 RieNs Boo Round 25 benjyfishy Wo0t,1 Round 23 benjyfishy Boo RieNs,,,1 Round 9 benjyfishy,1 Round 23 RieNs Boo,,,,39,0,1
Boo TH,,3 Round 7 Chronicle crashies Round 23 Boaster kaajak Round 24 kaajak Boaster,1 Round 21 crashies Alfajer kaajak,,,,,,,,32,3,1
RieNs TH,,5 Round 8 kaajak Alfajer Round 10 Chronicle kaajak Round 14 Alfajer Chronicle Round 20 Alfajer kaajak Round 24 Alfajer Chronicle,,,,,,,,,43,2,0
MiniBoo TH,,4 Round 1 Boaster Alfajer Round 2 Chronicle Boaster Round 14 kaajak crashies Round 26 crashies Boaster,1 Round 3 crashies Chronicle kaajak MiniBoo,,,,1 Round 3 kaajak Chronicle,,,,34,0,0
Wo0t TH,,6 Round 1 kaajak crashies Round 2 kaajak crashies Round 4 crashies Chronicle Round 13 Boaster Alfajer Round 15 Alfajer Chronicle Round 17 Chronicle Boaster,1 Round 9 Boaster Chronicle crashies,,,,,,,,55,0,0
benjyfishy TH,,3 Round 13 Chronicle crashies Round 17 crashies Alfajer Round 18 kaajak Alfajer,1 Round 19 Alfajer Chronicle crashies,,,,,,,,44,1,0
