,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 5 Wo0t Boo Round 16 Wo0t RieNs,,,,,,,,,27,4,0
Boaster FNC,,,,,,,,,,,30,0,0
Chronicle FNC,,4 Round 2 benjyfishy Wo0t Round 9 RieNs Wo0t Round 14 Boo benjyfishy Round 17 Wo0t RieNs,1 Round 6 benjyfishy MiniBoo RieNs,,,,,,,,89,0,0
kaajak FNC,,7 Round 4 Wo0t RieNs Round 6 Wo0t Boo Round 7 Boo RieNs Round 13 Boo Wo0t Round 14 MiniBoo Wo0t Round 15 MiniBoo Boo Round 17 MiniBoo benjyfishy,2 Round 9 Boo MiniBoo benjyfishy Round 16 MiniBoo Boo benjyfishy,1 Round 1 Wo0t MiniBoo Boo RieNs,,,,,,,112,4,1
Alfajer FNC,,1 Round 13 RieNs benjyfishy,2 Round 2 RieNs MiniBoo Boo Round 10 benjyfishy Boo RieNs,,,,,,,,47,1,0
Boo TH,,,,,,,,,,,18,0,0
RieNs TH,,2 Round 6 kaajak Alfajer Round 15 kaajak Alfajer,,1 Round 8 kaajak Chronicle crashies Boaster,,,,,,,53,2,1
MiniBoo TH,,2 Round 11 Boaster crashies Round 12 crashies Alfajer,,,,,,,,,40,0,0
Wo0t TH,,2 Round 10 Alfajer Boaster Round 13 Alfajer Boaster,1 Round 12 Boaster Chronicle kaajak,,,,,,,,64,0,0
benjyfishy TH,,1 Round 15 crashies Chronicle,,,,,,,,,43,0,0
