,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 1 MAGNUM Jamppi Round 20 Jamppi sociablEE,2 Round 11 sociablEE LewN PROFEK Round 12 Jamppi LewN PROFEK,,,1 Round 11 PROFEK,,,,,54,1,1
Boaster FNC,,,1 Round 18 sociablEE PROFEK Jamppi,,,,,,,,39,2,0
Chronicle FNC,,2 Round 2 MAGNUM sociablEE Round 7 LewN sociablEE,,,,1 Round 2 sociablEE,,,,,38,0,1
kaajak FNC,,,2 Round 10 LewN PROFEK MAGNUM Round 13 LewN MAGNUM sociablEE,,,,1 Round 10 PROFEK MAGNUM,,,,52,1,0
Alfajer FNC,,2 Round 3 LewN PROFEK Round 12 MAGNUM sociablEE,,,,,,,,,45,0,0
MAGNUM BBL,,2 Round 9 crashies Chronicle Round 20 Chronicle Alfajer,2 Round 15 crashies kaajak Chronicle Round 19 Alfajer Boaster crashies,,,,,,,,55,1,1
PROFEK BBL,,2 Round 6 kaajak Chronicle Round 10 Chronicle crashies,2 Round 7 crashies Chronicle kaajak PROFEK Round 20 kaajak Boaster crashies,,,,1 Round 7 kaajak Chronicle,,,,58,0,0
sociablEE BBL,,4 Round 2 Alfajer kaajak Round 14 kaajak Alfajer Round 17 crashies kaajak Round 18 crashies Alfajer,,,,,,,,,56,1,0
Jamppi BBL,,2 Round 17 Alfajer Chronicle Round 18 kaajak Chronicle,,,,,,,,,44,6,0
LewN BBL,,3 Round 7 Boaster Alfajer Round 8 Boaster Alfajer Round 10 Boaster Alfajer,3 Round 1 Chronicle Boaster crashies Round 4 Alfajer Chronicle crashies Round 11 Chronicle Alfajer kaajak,,,1 Round 18 Boaster,,,,,81,0,1
