,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,2 Round 4 LewN sociablEE Round 11 LewN Jamppi,,,,,,,,,30,6,0
Boaster FNC,,3 Round 4 MAGNUM Jamppi Round 10 MAGNUM PROFEK Round 11 MAGNUM sociablEE,1 Round 6 sociablEE PROFEK Jamppi,,,,,,,,46,1,0
Chronicle FNC,,5 Round 7 PROFEK Jamppi Round 9 sociablEE MAGNUM Round 16 LewN Jamppi Round 17 Jamppi sociablEE Round 20 MAGNUM sociablEE,2 Round 5 PROFEK MAGNUM Jamppi Round 21 Jamppi sociablEE MAGNUM,,,1 Round 2 LewN,,,,,84,1,0
kaajak FNC,,2 Round 1 PROFEK Jamppi Round 17 LewN MAGNUM,3 Round 2 PROFEK sociablEE MAGNUM Round 3 LewN sociablEE MAGNUM Round 12 sociablEE MAGNUM PROFEK,,,,,,,,44,0,0
Alfajer FNC,,2 Round 5 LewN sociablEE Round 10 LewN Jamppi,,,,,,,,,51,3,0
MAGNUM BBL,,3 Round 6 Alfajer Boaster Round 20 kaajak Alfajer Round 22 Boaster crashies,4 Round 1 crashies Chronicle Alfajer Round 9 kaajak Alfajer crashies Round 13 kaajak Boaster Alfajer Round 14 Chronicle Alfajer kaajak,,,,,1 Round 1 crashies Alfajer Chronicle,,,65,0,1
PROFEK BBL,,3 Round 8 Chronicle Boaster Round 16 crashies Alfajer Round 19 Boaster crashies,,,,,,,,,35,0,0
sociablEE BBL,,2 Round 1 kaajak Boaster Round 6 Chronicle kaajak,1 Round 17 kaajak Boaster Chronicle,,,,1 Round 17 Chronicle Boaster,,,,49,0,0
Jamppi BBL,,1 Round 22 Alfajer Chronicle,1 Round 20 Boaster crashies Chronicle,,,,,1 Round 20 crashies Chronicle Boaster,,,54,8,0
LewN BBL,,1 Round 21 Alfajer Chronicle,2 Round 2 Alfajer kaajak crashies Round 18 crashies kaajak Boaster,,,,,,,,54,0,2
