,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 4 Boaster Alfajer Round 14 Chronicle Derke,2 Round 12 Chronicle Alfajer Derke valyn Round 15 Boaster Derke hiro,,,1 Round 1 Chronicle,,,,,48,1,0
JonahP G2,,1 Round 2 Boaster Alfajer,1 Round 24 Derke Alfajer Boaster,,,1 Round 10 Boaster,,,,,30,0,1
leaf G2,,4 Round 13 hiro Alfajer Round 16 Boaster Alfajer Round 19 Chronicle hiro Round 21 Chronicle hiro,1 Round 9 hiro Alfajer Derke,,,,,,,,45,0,0
icy G2,,3 Round 1 hiro Derke Round 11 Chronicle Alfajer Round 19 Derke Alfajer,1 Round 6 Derke Alfajer Boaster,,,,1 Round 6 Alfajer Boaster,,,,49,0,1
trent G2,,1 Round 6 Chronicle hiro,1 Round 10 Alfajer hiro Derke,,,1 Round 13 Boaster,,,,,49,9,0
Boaster FNC,,2 Round 10 leaf trent Round 13 leaf trent Boaster,,,,1 Round 12 valyn,,,,,29,0,0
Chronicle FNC,,2 Round 7 JonahP valyn Round 12 icy JonahP,1 Round 24 valyn trent JonahP,2 Round 1 trent JonahP leaf icy Round 4 JonahP trent leaf icy,,1 Round 24 JonahP,,,,,75,0,1
Derke FNC,,6 Round 3 leaf icy Round 6 JonahP trent Round 8 icy trent Round 10 valyn icy Round 12 trent leaf Round 17 icy JonahP,1 Round 11 icy trent valyn,,,1 Round 2 icy,,,,,71,0,1
Alfajer FNC,,7 Round 6 leaf valyn Round 7 icy trent Round 8 valyn leaf Round 13 icy valyn Round 18 icy trent Round 20 JonahP icy Round 22 JonahP valyn,,,,,,,,,54,10,1
hiro FNC,,3 Round 5 icy valyn Round 17 leaf trent Round 22 trent icy,,,,,,,,,44,0,0
